Plot,Abax ovalis,Abax parallelepipedus,Abax parallelus,Abdera flexuosa,Absidia prolixa,Absidia rufotestacea,Absidia schoenherri,Acalles camelus,Acalles hypocrita,Acalles pyrenaeus,Acidota crenata,Acidota cruentata,Acrolocha amabilis,Acrotona aterrima,Acrotona consanguinea,Acrotona parvula,Acrotrichis intermedia,Acrotrichis sericans,Acrotrichis thoracica,Acrulia inflata,Actenicerus sjaelandicus,Acupalpus flavicollis,Agabus bipustulatus,Agabus chalconatus,Agabus congener,Agabus melanarius,Agaricophagus cephalotes,Agathidium badium,Agathidium bohemicum,Agathidium dentatum,Agathidium mandibulare,Agathidium nigripenne,Agathidium rotundatum,Agathidium seminulum,Agathidium varians,Agonum sexpunctatum,Agrilus viridis,Agriotes sputator,Agrypnus murina,Agyrtes bicolor,Aleochara bilineata,Aleochara bipustulata,Aleochara curtula,Aleochara lanuginosa,Aleuonota egregia,Alosterna tabacicolor,Altica oleracea,Amara aenea,Amara convexior,Amara familiaris,Amara lunicollis,Amara nigricornis,Amara ovata,Amischa analis,Amischa forcipata,Ampedus aethiops,Ampedus auripes,Ampedus balteatus,Ampedus cinnabarinus,Ampedus erythrogonus,Ampedus nigrinus,Ampedus sanguineus,Amphichroum canaliculatum,Amphicyllis globiformis,Anacaena globulus,Anaspis frontalis,Anaspis marginicollis,Anaspis ruficollis,Anaspis rufilabris,Anaspis thoracica,Anastrangalia dubia,Anastrangalia sanguinolenta,Anatis ocellata,Ancistronycha erichsonii,Anisoplia bromicola,Anisotoma castanea,Anisotoma humeralis,Anisotoma orbicularis,Anobium costatum,Anobium emarginatum,Anobium nitidum,Anobium pertinax,Anobium thomsoni,Anoplotrupes stercorosus,Anostirus castaneus,Anostirus sulphuripennis,Anotylus rugosus,Anotylus tetracarinatus,Anthaxia helvetica,Anthaxia quadripunctata,Antherophagus nigricornis,Antherophagus pallens,Anthobium atrocephalum,Anthobium melanocephalum,Anthophagus alpestris,Anthophagus angusticollis,Anthophagus bicornis,Anthophagus omalinus,Anthrenus museorum,Aphidecta obliterata,Aphodius abdominalis,Aphodius ater,Aphodius depressus,Aphodius distinctus,Aphodius fimetarius,Aphodius granarius,Aphodius maculatus,Aphodius piceus,Aphodius prodromus,Aphodius rufipes,Aphodius rufus,Aphthona euphorbiae,Aplocnemus nigricornis,Aplocnemus tarsalis,Apocatops nigritus,Arhopalus rusticus,Arpidiphorus orbiculatus,Asiorestia femorata,Atheta aeneicollis,Atheta aeneipennis,Atheta allocera,Atheta aquatica,Atheta britanniae,Atheta cinnamoptera,Atheta coriaria,Atheta crassicornis,Atheta dadopora,Atheta deformis,Atheta diversa,Atheta excisa,Atheta fungi,Atheta gagatina,Atheta harwoodi,Atheta hybrida,Atheta hygrotopora,Atheta hypnorum,Atheta laevana,Atheta longicornis,Atheta marcida,Atheta monticola,Atheta myrmecobia,Atheta negligens,Atheta nigricornis,Atheta nigripes,Atheta nigritula,Atheta pallidicornis,Atheta parca,Atheta putrida,Atheta sodalis,Atheta spatula,Atheta triangulum,Athous subfuscus,Athous vittatus,Athous zebei,Atomaria abietina,Atomaria alpina,Atomaria atrata,Atomaria bella,Atomaria diluta,Atomaria ihsseni,Atomaria lewisi,Atomaria nigrirostris,Atomaria nigriventris,Atomaria ornata,Atomaria turgida,Atrecus affinis,Atrecus longiceps,Atrecus pilicornis,Autalia rivularis,Barypeithes araneiformis,Batophila rubi,Bembidion deletum,Bembidion lampros,Bembidion mannerheimii,Bembidion quadrimaculatum,Berginus tamarisci,Bibloporus bicolor,Bibloporus minutus,Bolitobius castaneus,Bolitobius formosus,Bolitobius inclinans,Bolitochara mulsanti,Bolitophagus reticulatus,Brachypterus urticae,Brachytarsus nebulosus,Bradycellus harpalinus,Bryaxis glabricollis,Bryaxis nodicornis,Bryophacis rufus,Bryoporus cernuus,Byrrhus arietinus,Byrrhus glabratus,Byrrhus pilula,Bythinus burrelli,Byturus tomentosus,Calathus micropterus,Calathus mollis,Callidium aeneum,Callidium violaceum,Calopus serraticornis,Calvia quatuordecimguttata,Cantharis nigricans,Cantharis pagana,Cantharis pellucida,Carabus arvensis,Carabus auronitens,Carabus convexus,Carabus glabratus,Carabus linnei,Carabus nemoralis,Carabus scheidleri,Carabus silvestris,Carabus violaceus,Cardiophorus ruficollis,Carpelimus heidenreichi,Cartodere nodifer,Cassida nebulosa,Catops coracinus,Catops fuscus,Catops kirbyi,Catops neglectus,Catops nigricans,Catops picipes,Catops subfuscus,Catops tristis,Ceruchus chrysomelinus,Cerylon fagi,Cerylon ferrugineum,Cerylon histeroides,Ceutorhynchus pallidactylus,Chaetarthria seminulum,Chaetocnema hortensis,Chaetocnema laevicollis,Charopus flavipes,Choleva cisteloides,Chrysanthia viridissima,Chrysolina fastuosa,Cimberis attelaboides,Cis bidentatus,Cis boleti,Cis castaneus,Cis dentatus,Cis glabratus,Cis hispidus,Cis jacquemartii,Cis lineatocribratus,Cis nitidus,Cis punctulatus,Cis quadridens,Clytus lama,Coccinella septempunctata,Colenis immunda,Corticaria abietorum,Corticaria impressa,Corticaria interstitialis,Corticaria umbilicata,Corticarina fuscula,Corticarina lambiana,Corticarina similata,Corticeus linearis,Cortinicara gibbosa,Corymbia maculicornis,Corymbia rubra,Cratosilis denticollis,Crenitis punctatostriata,Cryphalus abietis,Cryphalus piceae,Cryptophagus badius,Cryptophagus cylindrus,Cryptophagus dentatus,Cryptophagus deubeli,Cryptophagus labilis,Cryptophagus lapponicus,Cryptophagus pubescens,Cryptophagus saginatus,Cryptophagus scanicus,Cryptopleurum minutum,Crypturgus cinereus,Crypturgus hispidulus,Crypturgus pusillus,Ctenicera cuprea,Curtimorda maculosa,Cychramus luteus,Cychramus variegatus,Cychrus attenuatus,Cychrus caraboides,Cypha pulicaria,Cyphea curtula,Cyphon coarctatus,Cyphon ochraceus,Cyphon padi,Cyphon pubescens,Cyphon punctipennis,Cyphon ruficeps,Cyphon variabilis,Cyrtoplastus seriepunctatus,Cytilus sericeus,Dalopius marginatus,Dasytes cyaneus,Dasytes fusculus,Dasytes niger,Dasytes obscurus,Dasytes plumbeus,Denticollis linearis,Denticollis rubens,Deporaus betulae,Diacanthous undulatus,Dictyopterus aurora,Dienerella elongata,Dinaraea angustula,Dinaraea linearis,Domene scabricollis,Donus ovalis,Dorcatoma punctulata,Drapetes cinctus,Dromius agilis,Dromius fenestratus,Dryocoetes autographus,Dryophilus pusillus,Dryops ernesti,Elaphrus cupreus,Elaphrus riparius,Elmis aenea,Elmis latreillei,Elodes pseudominuta,Enalodroma hepatica,Endomychus coccineus,Enicmus fungicola,Enicmus rugosus,Ennearthron cornutum,Ephistemus globulus,Epuraea aestiva,Epuraea biguttata,Epuraea binotata,Epuraea boreella,Epuraea deubeli,Epuraea marseuli,Epuraea melanocephala,Epuraea melina,Epuraea muehli,Epuraea pallescens,Epuraea pygmaea,Epuraea terminalis,Epuraea thoracica,Epuraea unicolor,Epuraea variegata,Ernobius abietinus,Ernobius abietis,Ernoporicus fagi,Euconnus oblongus,Euplectus decipiens,Euplectus nanus,Eusphalerum abdominale,Eusphalerum florale,Eusphalerum limbatum,Eusphalerum longipenne,Eusphalerum luteum,Eusphalerum minutum,Eusphalerum signatum,Eusphalerum sorbi,Eusphalerum stramineum,Evodinus clathratus,Gabrius astutus,Gabrius coxalus,Gabrius sphagnicola,Gabrius subnigritulus,Gaurotes virginea,Geostiba circellaris,Geotrupes stercorarius,Globicornis corticalis,Glocianus punctiger,Gonioctena intermedia,Gyrohypnus angustatus,Gyrophaena angustata,Gyrophaena boleti,Gyrophaena gentilis,Gyrophaena joyioides,Gyrophaena minima,Gyrophaena strictula,Hadreule elongatulum,Hallomenus binotatus,Haploglossa villosula,Harpalus affinis,Harpalus laevipes,Hedobia imperialis,Helophorus aequalis,Helophorus aquaticus,Helophorus brevipalpis,Helophorus flavipes,Hemicrepidius hirtus,Hemicrepidius niger,Hoplia argentea,Hoplia philanthus,Hydnobius punctatus,Hydrobius fuscipes,Hydroporus incognitus,Hydroporus melanarius,Hydroporus morio,Hydroporus palustris,Hylastes angustatus,Hylastes cunicularius,Hylastinus obscurus,Hylecoetus dermestoides,Hylis foveicollis,Hylobius abietis,Hylobius piceus,Hylurgops palliatus,Hypera rumicis,Hyperaspis campestris,Hypnoidus riparius,Ilybius aenescens,Ilybius quadriguttatus,Ilyobates nigricollis,Ipidia binotata,Ips amitinus,Ips typographus,Ischnopterapion virens,Ischnosoma longicornis,Judolia sexmaculata,Kibunea minutus,Lamprohiza splendidula,Lathrobium fovulum,Lathrobium fulvipenne,Lathrobium quadratum,Lathrobium terminatum,Latridius consimilis,Latridius hirtus,Leiodes oblonga,Leiopus nebulosus,Leperisinus fraxini,Leptacinus intermedius,Leptinotarsa decemlineata,Leptinus testaceus,Leptophloeus alternans,Lepturobosca virens,Leptusa fumida,Leptusa pulchella,Lesteva longoelytrata,Lesteva monticola,Lesteva punctata,Lilioceris merdigera,Limnius perrisi,Limodromus assimilis,Limonius aeneoniger,Liodopria serricornis,Liogluta granigera,Liogluta longiuscula,Liogluta micans,Liogluta microptera,Liogluta wuesthoffi,Liotrichus affinis,Litargus balteatus,Lochmaea capreae,Longitarsus kutscherae,Longitarsus luridus,Longitarsus succineus,Lordithon exoletus,Lordithon lunulatus,Lordithon trimaculatus,Loricera pilicornis,Magdalis nitida,Magdalis violacea,Malthinus biguttatus,Malthinus punctatus,Malthodes alpicola,Malthodes brevicollis,Malthodes fuscus,Malthodes guttifer,Malthodes hexacanthus,Malthodes minimus,Malthodes mysticus,Megarthrus sinuatocollis,Megasternum obscurum,Megatoma undata,Melandrya barbata,Melanotus castanipes,Meligethes aeneus,Meligethes carinulatus,Meligethes denticulatus,Meligethes nigrescens,Meligethes subrugosus,Meligethes viridescens,Meloe violaceus,Metacantharis clypeata,Micrambe abietis,Microlestes minutulus,Minota obesa,Mniusa incrassata,Molops elatus,Molops piceus,Molorchus minor,Monochamus sutor,Monotoma longicollis,Monotoma picipes,Mordella aculeata,Mordella holomelaena,Mordellochroa abdominalis,Mosotalesus impressus,Mycetina cruciata,Mycetophagus atomarius,Mycetoporus ambiguus,Mycetoporus erichsonanus,Mycetoporus lepidus,Mycetoporus maerkelii,Mycetoporus mulsanti,Mycetoporus nigricollis,Mycetoporus punctus,Mycetoporus solidicornis,Nargus wilkinii,Nebria brevicollis,Necrophorus humator,Necrophorus investigator,Necrophorus vespillo,Necrophorus vespilloides,Nemosoma elongatum,Neuraphes angulatus,Neuraphes carinatus,Neuraphes coecus,Neuraphes elongatulus,Notiophilus biguttatus,Notothecta flavipes,Nudobius lentus,Obrium brunneum,Ocalea badia,Ocalea picata,Octotemnus glabriculus,Oiceoptoma thoracica,Olibrus affinis,Omalisus fontisbellaquaei,Omalium caesum,Omalium rivulare,Omalium rugatum,Omalium septentrionis,Orchesia micans,Orchesia undulata,Orithales serraticornis,Orthocis alni,Orthocis festivus,Orthocis pseudolinearis,Orthotomicus laricis,Ostoma ferruginea,Othius myrmecophilus,Othius punctulatus,Otiorhynchus fuscipes,Otiorhynchus morio,Otiorhynchus niger,Otiorhynchus nodosus,Otiorhynchus scaber,Otiorhynchus singularis,Otiorhynchus subdentatus,Oxymirus cursor,Oxypoda acuminata,Oxypoda alternans,Oxypoda annularis,Oxypoda brevicornis,Oxypoda mutata,Oxypoda rufa,Oxypoda spectabilis,Oxyporus maxillosus,Oxythyrea funesta,Pachytodes cerambyciformis,Phaedon cochleariae,Philonthus atratus,Philonthus carbonarius,Philonthus cognatus,Philonthus decorus,Philonthus fimetarius,Philonthus laevicollis,Philonthus mannerheimi,Philonthus nigrita,Philonthus politus,Philonthus puella,Philonthus temporalis,Philonthus varians,Phloeonomus punctipennis,Phloeopora corticalis,Phloeopora testacea,Phloeostiba planus,Phloeostichus denticollis,Phloiotrya rufipes,Phthorophloeus spinulosus,Phyllobius arborator,Phyllobius argentatus,Phyllobius calcaratus,Phyllobius pyri,Phyllodrepa floralis,Phyllodrepa gracilicornis,Phyllodrepa linearis,Phyllopertha horticola,Phyllotreta flexuosa,Pidonia lurida,Pityogenes bidentatus,Pityogenes chalcographus,Pityokteines curvidens,Pityophagus ferrugineus,Pityophthorus pityographus,Placonotus testaceus,Placusa depressa,Placusa incompleta,Placusa pumilio,Placusa tachyporoides,Plataraea dubiosa,Platycerus caprea,Platycis minutus,Platystethus arenarius,Plectophloeus fischeri,Plectophloeus fleischeri,Plegaderus vulneratus,Plinthus findeli,Pocadius ferrugineus,Podabrus alpinus,Poecilus versicolor,Pogonocherus fasciculatus,Polydrusus amoenus,Polydrusus impar,Polydrusus undatus,Polygraphus poligraphus,Pria dulcamarae,Prionocyphon serricornis,Prosternon tessellatum,Protapion fulvipes,Proteinus atomarius,Proteinus brachypterus,Proteinus ovalis,Psylliodes laticollis,Ptenidium formicetorum,Pterostichus aethiops,Pterostichus burmeisteri,Pterostichus diligens,Pterostichus minor,Pterostichus niger,Pterostichus nigrita,Pterostichus oblongopunctatus,Pterostichus pumilio,Pterostichus strenuus,Pterostichus unctulatus,Pteryngium crenatum,Pteryx suturalis,Ptilinus pectinicornis,Ptinella limbata,Ptinus fur,Ptinus subpilosus,Ptomaphagus sericatus,Pyropterus nigroruber,Quedius alpestris,Quedius cinctus,Quedius fuliginosus,Quedius fulvicollis,Quedius fumatus,Quedius lucidulus,Quedius mesomelinus,Quedius nemoralis,Quedius obscuripennis,Quedius paradisianus,Quedius plagiatus,Quedius punctatellus,Quedius scintillans,Quedius subunicolor,Quedius suturalis,Quedius umbrinus,Quedius xanthopus,Rabocerus foveolatus,Rhagium bifasciatum,Rhagium inquisitor,Rhagium mordax,Rhagonycha lignosa,Rhagonycha nigripes,Rhagonycha translucida,Rhinomias forticornis,Rhizophagus bipustulatus,Rhizophagus cribratus,Rhizophagus depressus,Rhizophagus dispar,Rhizophagus ferrugineus,Rhizophagus nitidulus,Rhynchaenus fagi,Rhyncolus ater,Rhyncolus elongatus,Rhyncolus sculpturatus,Rugilus erichsoni,Rugilus mixtus,Rugilus rufipes,Rutidosoma fallax,Salpingus planirostris,Salpingus ruficollis,Scaphidium quadrimaculatum,Schistoglossa curtipennis,Schizotus pectinicornis,Sciodrepoides watsoni,Sclerophaedon carniolicus,Scolytus laevis,Scolytus scolytus,Scymnus abietis,Sepedophilus littoreus,Serica brunna,Sericoderus lateralis,Sericus brunneus,Sericus subaeneus,Serropalpus barbatus,Sibinia pyrrhodactyla,Silvanoprus fagi,Simo hirticornis,Sinodendron cylindricum,Sitona lepidus,Sitona macularius,Sitona sulcifrons,Soronia grisea,Sphaerites glabratus,Sphindus dubius,Staphylinus fossor,Stenichnus collaris,Stenurella melanura,Stenus bifoveolatus,Stenus canaliculatus,Stenus fossulatus,Stenus fulvicornis,Stenus phyllobates,Stephostethus alternans,Stephostethus angusticollis,Stephostethus pandellei,Stephostethus rugicollis,Stichoglossa semirufa,Strophosoma capitatum,Strophosoma melanogrammum,Syntomium aeneum,Tachinus elongatus,Tachinus fimetarius,Tachinus laticollis,Tachinus lignorum,Tachinus marginellus,Tachinus pallipes,Tachinus proximus,Tachinus rufipennis,Tachinus signatus,Tachyporus atriceps,Tachyporus chrysomelinus,Tachyporus hypnorum,Tachyporus nitidulus,Tachyporus pusillus,Tachyporus ruficollis,Tachyta nana,Taphrorychus bicolor,Tetratoma ancora,Tetropium castaneum,Thalycra fervida,Thanasimus formicarius,Thanasimus pectoralis,Thanatophilus rugosus,Thanatophilus sinuatus,Thymalus limbatus,Tillus elongatus,Timarcha metallica,Tomoxia bucephala,Trachodes hispidus,Trechus alpicola,Trechus obtusus,Trechus quadristriatus,Trechus rubens,Trechus splendens,Trichius fasciatus,Trichotichnus laevicollis,Triplax aenea,Triplax russica,Trixagus meybohmi,Tychius picirostris,Tychus niger,Vincenzellus ruficollis,Xantholinus laevigatus,Xantholinus linearis,Xantholinus longiventris,Xantholinus tricolor,Xestobium austriacum,Xestobium plumbeum,Xyleborus dispar,Xylechinus pilosus,Xylita livida,Xylodrepa quadrimaculata,Xylophilus corticalis,Xyloterus domesticus,Xyloterus laevae,Xyloterus lineatus,Xyloterus signatus,Zyras humeralis
T1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1_2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
T1_27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
