0,0,0,0,0,0,7.364,35.615,33.425,76.77
0.023,0.857,0.038,0,0,0,0,0,0,0
0,0.071,0.654,0,0,0,0,0,0,0
0,0,0.115,0.829,0,0,0,0,0,0
0,0,0,0.086,0.872,0,0,0,0,0
0,0,0,0,0.026,0.842,0,0,0,0
0,0,0,0,0,0.053,0.895,0,0,0
0,0,0,0,0,0,0.105,0.909,0,0
0,0,0,0,0,0,0,0.091,0.917,0.077
0,0,0,0,0,0,0,0,0.083,0.883
