"","nest.id","variable","value"
"2341","KA9","egg97",1
"2343","MP9","egg97",2
"2362","TG100","egg97",1
"2363","TG101","egg97",2
"2365","TG103","egg97",5
"2366","TG104","egg97",3
"2367","TG105","egg97",3
"2368","TG106","egg97",2
"2369","TG107","egg97",2
"2371","TG12","egg97",6
"2372","TG13","egg97",4
"2374","TG15","egg97",2
"2379","TG24","egg97",1
"2380","TG25","egg97",4
"2384","TG5","egg97",3
"2387","TG8","egg97",2
"2388","TG9","egg97",1
"2579","GCG11","egg98",2
"2588","GCG2","egg98",1
"2598","GCG30","egg98",6
"2609","GCG40","egg98",5
"2618","GCG49","egg98",2
"2624","GCG56","egg98",1
"2625","GCG57","egg98",3
"2626","GCG58","egg98",6
"2633","GCG65","egg98",4
"2639","GCG70","egg98",1
"2643","GCG74","egg98",3
"2644","GCG74.5","egg98",2
"2646","GCG76","egg98",1
"2651","GCG80","egg98",1
"2652","GCG81","egg98",3
"2657","GCG87","egg98",2
"2658","GCG88","egg98",2
"2659","GCG89","egg98",2
"2660","GCG9","egg98",2
"2686","KA23","egg98",1
"2687","KA24","egg98",5
"2690","KA27","egg98",4
"2693","KA30","egg98",4
"2698","KA37","egg98",4
"2699","KA4","egg98",1
"2703","KA49","egg98",2
"2708","KA8","egg98",6
"2728","TG1","egg98",2
"2729","TG10","egg98",2
"2735","TG105","egg98",5
"2736","TG106","egg98",7
"2739","TG12","egg98",5
"2744","TG2","egg98",1
"2958","GCG21","egg99",4
"2966","GCG30","egg99",3
"2970","GCG34","egg99",5
"2976","GCG4","egg99",4
"2979","GCG42","egg99",5
"2981","GCG44","egg99",2
"2992","GCG56","egg99",2
"3005","GCG69","egg99",6
"3022","GCG83","egg99",4
"3028","GCG9","egg99",5
"3030","GCG91","egg99",4
"3032","JCS1","egg99",6
"3034","JCS11","egg99",5
"3036","JCS13","egg99",5
"3038","JCS3","egg99",4
"3039","JCS4","egg99",3
"3042","JCS7","egg99",5
"3044","JCS9","egg99",2
"3047","KA14","egg99",3
"3048","KA17","egg99",6
"3052","KA21","egg99",4
"3058","KA27","egg99",5
"3060","KA3","egg99",6
"3061","KA30","egg99",5
"3071","KA49","egg99",4
"3077","KA9","egg99",5
"3082","PF3","egg99",6
"3083","PF4","egg99",6
"3086","PF7","egg99",5
"3101","TG103","egg99",6
"3102","TG104","egg99",6
"3104","TG106","egg99",5
"3107","TG12","egg99",6
"3137","WBK11","egg99",5
"3148","WBK12","egg99",3
"3216","WBK2","egg99",1
"3218","WBK21","egg99",5
"3226","WBK29","egg99",6
"3229","WBK31","egg99",5
"3230","WBK32","egg99",4
"3236","WBK38","egg99",4
"3237","WBK39","egg99",6
"3239","WBK40","egg99",5
"3240","WBK41","egg99",3
"3241","WBK42","egg99",5
"3245","WBK46","egg99",4
"3249","WBK5","egg99",6
"3251","WBK51","egg99",5
"3255","WBK55","egg99",5
"3257","WBK57","egg99",4
"3258","WBK58","egg99",6
"3262","WBK61","egg99",2
"3263","WBK62","egg99",1
"3264","WBK63","egg99",6
"3265","WBK64","egg99",2
"3266","WBK65","egg99",5
"3268","WBK67","egg99",2
"3269","WBK68","egg99",6
"3272","WBK70","egg99",3
"3273","WBK71","egg99",4
"3276","WBK74","egg99",5
"3280","WBK78","egg99",4
"3324","GCG2","egg00",4
"3362","GCG58","egg00",3
"3390","GCG83","egg00",5
"3412","JCS9","egg00",6
"3417","KA19","egg00",5
"3420","KA21","egg00",6
"3426","KA27","egg00",5
"3451","PF4","egg00",1
"3454","PF7","egg00",5
"3470","TG104","egg00",5
"3471","TG105","egg00",5
"3475","TG12","egg00",4
"3477","TG14","egg00",4
"3490","TG7","egg00",8
"3500","WBK105","egg00",6
"3503","WBK108","egg00",5
"3505","WBK11","egg00",4
"3507","WBK111","egg00",4
"3509","WBK113","egg00",5
"3510","WBK114","egg00",4
"3511","WBK115","egg00",4
"3512","WBK116","egg00",6
"3513","WBK117","egg00",4
"3516","WBK12","egg00",4
"3517","WBK120","egg00",4
"3518","WBK121","egg00",5
"3521","WBK124","egg00",5
"3523","WBK126","egg00",5
"3524","WBK127","egg00",4
"3526","WBK129","egg00",4
"3531","WBK133","egg00",3
"3532","WBK134","egg00",5
"3535","WBK137","egg00",5
"3539","WBK140","egg00",6
"3542","WBK143","egg00",7
"3545","WBK147","egg00",4
"3546","WBK148","egg00",6
"3552","WBK153","egg00",4
"3555","WBK156","egg00",5
"3557","WBK158","egg00",5
"3559","WBK16","egg00",2
"3560","WBK160","egg00",3
"3561","WBK161","egg00",5
"3566","WBK166","egg00",4
"3568","WBK168","egg00",5
"3569","WBK169","egg00",5
"3572","WBK171","egg00",5
"3575","WBK174","egg00",4
"3581","WBK18","egg00",4
"3583","WBK19","egg00",5
"3598","WBK32","egg00",5
"3607","WBK40","egg00",4
"3620","WBK52","egg00",5
"3623","WBK55","egg00",3
"3630","WBK61","egg00",5
"3634","WBK65","egg00",4
"3637","WBK68","egg00",6
"3648","WBK78","egg00",5
"3649","WBK79","egg00",4
"3651","WBK80","egg00",5
"3657","WBK86","egg00",2
"3658","WBK87","egg00",6
"3660","WBK89","egg00",3
"3661","WBK9","egg00",6
"3664","WBK92","egg00",5
"3667","WBK95","egg00",5
"3669","WBK97","egg00",2
"3672","WCW1","egg00",5
"3674","WCW3","egg00",6
"3675","WCW32","egg00",5
"3678","WCW5","egg00",3
"3680","WCW82","egg00",2
"3681","GCG1","fl96",0
"3683","GCG11","fl96",0
"3684","GCG12","fl96",0
"3686","GCG14","fl96",2
"3687","GCG15","fl96",0
"3688","GCG16","fl96",0
"3689","GCG17","fl96",5
"3690","GCG18","fl96",2
"3691","GCG19","fl96",0
"3692","GCG2","fl96",2
"3694","GCG21","fl96",0
"3696","GCG23","fl96",1
"3697","GCG24","fl96",0
"3698","GCG25","fl96",0
"3699","GCG27","fl96",0
"3700","GCG28","fl96",0
"3701","GCG3","fl96",0
"3702","GCG30","fl96",0
"3703","GCG31","fl96",0
"3704","GCG32","fl96",0
"3705","GCG33","fl96",0
"3706","GCG34","fl96",0
"3707","GCG35","fl96",0
"3708","GCG36","fl96",0
"3709","GCG37","fl96",0
"3710","GCG38","fl96",2
"3711","GCG39","fl96",0
"3712","GCG4","fl96",3
"3713","GCG40","fl96",0
"3714","GCG41","fl96",0
"3715","GCG42","fl96",0
"3716","GCG43","fl96",0
"3717","GCG44","fl96",0
"3718","GCG45","fl96",0
"3723","GCG5","fl96",0
"3732","GCG60","fl96",0
"3742","GCG7","fl96",0
"3764","GCG9","fl96",2
"3814","MP2","fl96",0
"3815","MP9","fl96",0
"3832","TG1","fl96",0
"3833","TG10","fl96",0
"3842","TG11","fl96",0
"3843","TG12","fl96",0
"3844","TG13","fl96",0
"3845","TG14","fl96",0
"3846","TG15","fl96",0
"3848","TG2","fl96",0
"3849","TG22","fl96",0
"3856","TG5","fl96",0
"3858","TG7","fl96",0
"3859","TG8","fl96",0
"3860","TG9","fl96",0
"4049","GCG1","fl97",0
"4050","GCG10","fl97",1
"4051","GCG11","fl97",0
"4052","GCG12","fl97",0
"4054","GCG14","fl97",0
"4055","GCG15","fl97",0
"4056","GCG16","fl97",0
"4057","GCG17","fl97",2
"4058","GCG18","fl97",0
"4059","GCG19","fl97",0
"4060","GCG2","fl97",2
"4062","GCG21","fl97",0
"4064","GCG23","fl97",2
"4066","GCG25","fl97",1
"4069","GCG3","fl97",0
"4070","GCG30","fl97",0
"4073","GCG33","fl97",0
"4074","GCG34","fl97",0
"4075","GCG35","fl97",0
"4077","GCG37","fl97",0
"4078","GCG38","fl97",0
"4079","GCG39","fl97",0
"4080","GCG4","fl97",0
"4083","GCG42","fl97",0
"4084","GCG43","fl97",0
"4085","GCG44","fl97",0
"4086","GCG45","fl97",0
"4087","GCG46","fl97",0
"4088","GCG47","fl97",3
"4089","GCG48","fl97",0
"4090","GCG49","fl97",3
"4091","GCG5","fl97",1
"4092","GCG50","fl97",0
"4093","GCG51","fl97",1
"4094","GCG54","fl97",0
"4095","GCG55","fl97",0
"4096","GCG56","fl97",0
"4097","GCG57","fl97",1
"4098","GCG58","fl97",1
"4100","GCG60","fl97",0
"4101","GCG61","fl97",2
"4103","GCG63","fl97",1
"4105","GCG65","fl97",1
"4106","GCG66","fl97",1
"4107","GCG67","fl97",0
"4108","GCG68","fl97",0
"4110","GCG7","fl97",1
"4111","GCG70","fl97",0
"4112","GCG71","fl97",1
"4113","GCG72","fl97",0
"4132","GCG9","fl97",0
"4149","KA1","fl97",0
"4150","KA13","fl97",2
"4151","KA14","fl97",2
"4152","KA17","fl97",3
"4153","KA19","fl97",3
"4154","KA2","fl97",0
"4155","KA20","fl97",2
"4157","KA22","fl97",2
"4158","KA23","fl97",3
"4159","KA24","fl97",2
"4160","KA25","fl97",0
"4162","KA27","fl97",2
"4163","KA29","fl97",2
"4164","KA3","fl97",3
"4165","KA30","fl97",3
"4166","KA32","fl97",1
"4167","KA33","fl97",1
"4168","KA34","fl97",3
"4169","KA36","fl97",3
"4170","KA37","fl97",4
"4171","KA4","fl97",1
"4172","KA42","fl97",2
"4173","KA45","fl97",2
"4175","KA49","fl97",4
"4176","KA5","fl97",3
"4178","KA6","fl97",4
"4179","KA7","fl97",0
"4180","KA8","fl97",2
"4181","KA9","fl97",1
"4182","MP2","fl97",0
"4183","MP9","fl97",0
"4184","PF1","fl97",0
"4185","PF2","fl97",0
"4186","PF3","fl97",0
"4187","PF4","fl97",0
"4188","PF5","fl97",0
"4189","PF6","fl97",0
"4190","PF7","fl97",0
"4201","TG10","fl97",0
"4202","TG100","fl97",0
"4203","TG101","fl97",2
"4205","TG103","fl97",1
"4206","TG104","fl97",0
"4207","TG105","fl97",3
"4208","TG106","fl97",2
"4209","TG107","fl97",2
"4210","TG11","fl97",0
"4211","TG12","fl97",3
"4212","TG13","fl97",0
"4213","TG14","fl97",0
"4214","TG15","fl97",2
"4216","TG2","fl97",0
"4217","TG22","fl97",0
"4218","TG23","fl97",0
"4219","TG24","fl97",1
"4220","TG25","fl97",4
"4221","TG26","fl97",0
"4222","TG27","fl97",0
"4223","TG28","fl97",0
"4224","TG5","fl97",3
"4226","TG7","fl97",0
"4227","TG8","fl97",2
"4228","TG9","fl97",1
"4418","GCG10","fl98",0
"4419","GCG11","fl98",2
"4420","GCG12","fl98",0
"4428","GCG2","fl98",1
"4434","GCG25","fl98",0
"4435","GCG27","fl98",0
"4436","GCG28","fl98",0
"4438","GCG30","fl98",1
"4439","GCG31","fl98",0
"4441","GCG33","fl98",0
"4448","GCG4","fl98",0
"4449","GCG40","fl98",0
"4452","GCG43","fl98",0
"4453","GCG44","fl98",0
"4454","GCG45","fl98",0
"4458","GCG49","fl98",2
"4464","GCG56","fl98",1
"4465","GCG57","fl98",3
"4466","GCG58","fl98",1
"4469","GCG61","fl98",0
"4471","GCG63","fl98",0
"4473","GCG65","fl98",2
"4478","GCG7","fl98",0
"4479","GCG70","fl98",1
"4482","GCG73","fl98",0
"4483","GCG74","fl98",3
"4484","GCG74.5","fl98",2
"4485","GCG75","fl98",0
"4486","GCG76","fl98",1
"4490","GCG8","fl98",0
"4491","GCG80","fl98",1
"4492","GCG81","fl98",3
"4493","GCG82","fl98",0
"4494","GCG83","fl98",0
"4495","GCG85","fl98",0
"4496","GCG86","fl98",0
"4497","GCG87","fl98",2
"4498","GCG88","fl98",2
"4499","GCG89","fl98",2
"4500","GCG9","fl98",2
"4518","KA13","fl98",0
"4522","KA2","fl98",0
"4526","KA23","fl98",1
"4527","KA24","fl98",0
"4528","KA25","fl98",0
"4530","KA27","fl98",2
"4533","KA30","fl98",3
"4534","KA32","fl98",0
"4536","KA34","fl98",0
"4538","KA37","fl98",4
"4539","KA4","fl98",1
"4543","KA49","fl98",0
"4544","KA5","fl98",0
"4546","KA6","fl98",0
"4547","KA7","fl98",0
"4548","KA8","fl98",0
"4553","PF2","fl98",0
"4555","PF4","fl98",0
"4568","TG1","fl98",2
"4569","TG10","fl98",2
"4573","TG103","fl98",0
"4575","TG105","fl98",4
"4576","TG106","fl98",4
"4577","TG107","fl98",0
"4578","TG11","fl98",0
"4579","TG12","fl98",2
"4580","TG13","fl98",0
"4582","TG15","fl98",0
"4584","TG2","fl98",1
"4585","TG22","fl98",0
"4591","TG28","fl98",0
"4592","TG5","fl98",0
"4595","TG8","fl98",0
"4596","TG9","fl98",0
"4785","GCG1","fl99",3
"4787","GCG11","fl99",2
"4788","GCG12","fl99",3
"4792","GCG16","fl99",2
"4798","GCG21","fl99",0
"4799","GCG22","fl99",3
"4800","GCG23","fl99",2
"4803","GCG27","fl99",3
"4806","GCG30","fl99",0
"4810","GCG34","fl99",3
"4816","GCG4","fl99",0
"4819","GCG42","fl99",0
"4821","GCG44","fl99",0
"4832","GCG56","fl99",0
"4836","GCG60","fl99",2
"4840","GCG64","fl99",2
"4845","GCG69","fl99",3
"4851","GCG74","fl99",3
"4853","GCG75","fl99",3
"4860","GCG81","fl99",1
"4861","GCG82","fl99",2
"4862","GCG83","fl99",0
"4866","GCG88","fl99",2
"4868","GCG9","fl99",0
"4870","GCG91","fl99",2
"4872","JCS1","fl99",4
"4873","JCS10","fl99",0
"4874","JCS11","fl99",0
"4876","JCS13","fl99",2
"4878","JCS3","fl99",2
"4879","JCS4","fl99",0
"4882","JCS7","fl99",5
"4884","JCS9","fl99",0
"4886","KA13","fl99",2
"4887","KA14","fl99",0
"4888","KA17","fl99",0
"4889","KA19","fl99",3
"4892","KA21","fl99",3
"4898","KA27","fl99",2
"4900","KA3","fl99",0
"4901","KA30","fl99",2
"4907","KA4","fl99",2
"4911","KA49","fl99",3
"4912","KA5","fl99",2
"4914","KA6","fl99",4
"4917","KA9","fl99",2
"4922","PF3","fl99",3
"4923","PF4","fl99",2
"4926","PF7","fl99",0
"4941","TG103","fl99",3
"4942","TG104","fl99",2
"4944","TG106","fl99",0
"4947","TG12","fl99",4
"4949","TG14","fl99",4
"4950","TG15","fl99",1
"4953","TG22","fl99",1
"4977","WBK11","fl99",3
"4988","WBK12","fl99",3
"5056","WBK2","fl99",0
"5058","WBK21","fl99",0
"5062","WBK25","fl99",2
"5064","WBK27","fl99",4
"5065","WBK28","fl99",4
"5066","WBK29","fl99",0
"5067","WBK3","fl99",2
"5068","WBK30","fl99",4
"5069","WBK31","fl99",0
"5070","WBK32","fl99",1
"5076","WBK38","fl99",0
"5077","WBK39","fl99",0
"5079","WBK40","fl99",3
"5080","WBK41","fl99",3
"5081","WBK42","fl99",2
"5084","WBK45","fl99",3
"5085","WBK46","fl99",0
"5086","WBK47","fl99",1
"5087","WBK48","fl99",1
"5088","WBK49","fl99",2
"5089","WBK5","fl99",4
"5091","WBK51","fl99",3
"5092","WBK52","fl99",0
"5095","WBK55","fl99",0
"5096","WBK56","fl99",2
"5097","WBK57","fl99",2
"5098","WBK58","fl99",0
"5101","WBK60","fl99",2
"5102","WBK61","fl99",0
"5103","WBK62","fl99",0
"5104","WBK63","fl99",0
"5105","WBK64","fl99",0
"5106","WBK65","fl99",1
"5108","WBK67","fl99",0
"5109","WBK68","fl99",0
"5110","WBK69","fl99",2
"5112","WBK70","fl99",3
"5113","WBK71","fl99",0
"5115","WBK73","fl99",3
"5116","WBK74","fl99",0
"5117","WBK75","fl99",3
"5120","WBK78","fl99",1
"5121","WBK79","fl99",3
"5123","WBK80","fl99",3
"5124","WBK81","fl99",4
"5133","WBK9","fl99",4
"5159","GCG15","fl00",3
"5161","GCG17","fl00",2
"5162","GCG18","fl00",0
"5164","GCG2","fl00",0
"5168","GCG23","fl00",2
"5170","GCG25","fl00",0
"5183","GCG39","fl00",0
"5197","GCG51","fl00",1
"5202","GCG58","fl00",0
"5220","GCG74.5","fl00",0
"5221","GCG75","fl00",0
"5229","GCG82","fl00",1
"5230","GCG83","fl00",0
"5234","GCG88","fl00",3
"5236","GCG9","fl00",2
"5248","JCS5","fl00",0
"5252","JCS9","fl00",2
"5254","KA13","fl00",4
"5257","KA19","fl00",3
"5258","KA2","fl00",1
"5259","KA20","fl00",0
"5260","KA21","fl00",2
"5262","KA23","fl00",0
"5264","KA25","fl00",2
"5266","KA27","fl00",3
"5280","KA5","fl00",3
"5282","KA6","fl00",0
"5291","PF4","fl00",0
"5292","PF5","fl00",1
"5293","PF6","fl00",0
"5294","PF7","fl00",1
"5310","TG104","fl00",0
"5311","TG105","fl00",0
"5315","TG12","fl00",1
"5317","TG14","fl00",3
"5318","TG15","fl00",2
"5320","TG2","fl00",1
"5326","TG27","fl00",3
"5330","TG7","fl00",1
"5337","WBK102","fl00",2
"5338","WBK103","fl00",0
"5339","WBK104","fl00",3
"5340","WBK105","fl00",3
"5342","WBK107","fl00",1
"5343","WBK108","fl00",1
"5344","WBK109","fl00",0
"5345","WBK11","fl00",1
"5347","WBK111","fl00",0
"5348","WBK112","fl00",0
"5349","WBK113","fl00",1
"5350","WBK114","fl00",2
"5351","WBK115","fl00",2
"5352","WBK116","fl00",0
"5353","WBK117","fl00",0
"5354","WBK118","fl00",0
"5355","WBK119","fl00",0
"5356","WBK12","fl00",2
"5357","WBK120","fl00",0
"5358","WBK121","fl00",3
"5359","WBK122","fl00",3
"5361","WBK124","fl00",2
"5363","WBK126","fl00",1
"5364","WBK127","fl00",2
"5366","WBK129","fl00",0
"5370","WBK132","fl00",0
"5371","WBK133","fl00",0
"5372","WBK134","fl00",0
"5375","WBK137","fl00",0
"5379","WBK140","fl00",0
"5381","WBK142","fl00",2
"5382","WBK143","fl00",0
"5383","WBK145","fl00",0
"5384","WBK146","fl00",1
"5385","WBK147","fl00",0
"5386","WBK148","fl00",0
"5389","WBK150","fl00",0
"5390","WBK151","fl00",0
"5392","WBK153","fl00",1
"5393","WBK154","fl00",0
"5395","WBK156","fl00",0
"5396","WBK157","fl00",0
"5397","WBK158","fl00",0
"5398","WBK159","fl00",0
"5399","WBK16","fl00",0
"5400","WBK160","fl00",0
"5401","WBK161","fl00",0
"5402","WBK162","fl00",2
"5403","WBK163","fl00",0
"5404","WBK164","fl00",0
"5405","WBK165","fl00",0
"5406","WBK166","fl00",0
"5408","WBK168","fl00",0
"5409","WBK169","fl00",1
"5412","WBK171","fl00",1
"5413","WBK172","fl00",2
"5414","WBK173","fl00",1
"5415","WBK174","fl00",0
"5416","WBK175","fl00",2
"5417","WBK176","fl00",1
"5418","WBK177","fl00",0
"5419","WBK178","fl00",4
"5420","WBK179","fl00",0
"5421","WBK18","fl00",0
"5422","WBK180","fl00",3
"5423","WBK19","fl00",2
"5430","WBK25","fl00",0
"5431","WBK26","fl00",3
"5432","WBK27","fl00",3
"5438","WBK32","fl00",0
"5441","WBK35","fl00",0
"5442","WBK36","fl00",3
"5444","WBK38","fl00",0
"5447","WBK40","fl00",0
"5450","WBK43","fl00",0
"5451","WBK44","fl00",2
"5452","WBK45","fl00",0
"5454","WBK47","fl00",3
"5455","WBK48","fl00",2
"5456","WBK49","fl00",0
"5457","WBK5","fl00",3
"5460","WBK52","fl00",0
"5463","WBK55","fl00",0
"5464","WBK56","fl00",0
"5467","WBK59","fl00",0
"5470","WBK61","fl00",2
"5474","WBK65","fl00",0
"5475","WBK66","fl00",0
"5477","WBK68","fl00",1
"5488","WBK78","fl00",3
"5489","WBK79","fl00",0
"5491","WBK80","fl00",3
"5493","WBK82","fl00",0
"5497","WBK86","fl00",0
"5498","WBK87","fl00",3
"5500","WBK89","fl00",0
"5501","WBK9","fl00",4
"5504","WBK92","fl00",0
"5506","WBK94","fl00",3
"5507","WBK95","fl00",0
"5508","WBK96","fl00",1
"5509","WBK97","fl00",0
"5512","WCW1","fl00",3
"5514","WCW3","fl00",2
"5515","WCW32","fl00",1
"5516","WCW35","fl00",0
"5518","WCW5","fl00",0
"5520","WCW82","fl00",0
"5521","GCG1","init99",1
"5522","GCG10","init99",0
"5523","GCG11","init99",1
"5524","GCG12","init99",1
"5525","GCG13","init99",0
"5526","GCG14","init99",1
"5527","GCG15","init99",1
"5528","GCG16","init99",1
"5529","GCG17","init99",1
"5530","GCG18","init99",1
"5531","GCG19","init99",0
"5532","GCG2","init99",0
"5533","GCG20","init99",0
"5534","GCG21","init99",1
"5535","GCG22","init99",1
"5536","GCG23","init99",1
"5537","GCG24","init99",0
"5538","GCG25","init99",1
"5539","GCG27","init99",1
"5540","GCG28","init99",0
"5541","GCG3","init99",1
"5542","GCG30","init99",1
"5543","GCG31","init99",1
"5544","GCG32","init99",1
"5545","GCG33","init99",1
"5546","GCG34","init99",1
"5547","GCG35","init99",1
"5548","GCG36","init99",0
"5549","GCG37","init99",0
"5550","GCG38","init99",0
"5551","GCG39","init99",1
"5552","GCG4","init99",1
"5553","GCG40","init99",0
"5554","GCG41","init99",0
"5555","GCG42","init99",1
"5556","GCG43","init99",0
"5557","GCG44","init99",1
"5558","GCG45","init99",0
"5559","GCG46","init99",0
"5560","GCG47","init99",0
"5561","GCG48","init99",0
"5562","GCG49","init99",0
"5563","GCG5","init99",0
"5564","GCG50","init99",0
"5565","GCG51","init99",1
"5566","GCG54","init99",0
"5567","GCG55","init99",1
"5568","GCG56","init99",1
"5569","GCG57","init99",0
"5570","GCG58","init99",1
"5571","GCG6","init99",0
"5572","GCG60","init99",1
"5573","GCG61","init99",0
"5574","GCG62","init99",1
"5575","GCG63","init99",0
"5576","GCG64","init99",1
"5577","GCG65","init99",0
"5578","GCG66","init99",0
"5579","GCG67","init99",0
"5581","GCG69","init99",1
"5582","GCG7","init99",0
"5583","GCG70","init99",0
"5585","GCG72","init99",0
"5586","GCG73","init99",0
"5587","GCG74","init99",1
"5588","GCG74.5","init99",0
"5589","GCG75","init99",1
"5590","GCG76","init99",1
"5591","GCG77","init99",0
"5592","GCG78","init99",1
"5593","GCG79","init99",1
"5594","GCG8","init99",0
"5595","GCG80","init99",1
"5596","GCG81","init99",1
"5597","GCG82","init99",1
"5598","GCG83","init99",1
"5599","GCG85","init99",1
"5600","GCG86","init99",0
"5601","GCG87","init99",0
"5602","GCG88","init99",1
"5603","GCG89","init99",1
"5604","GCG9","init99",1
"5606","GCG91","init99",1
"5608","JCS1","init99",1
"5609","JCS10","init99",1
"5610","JCS11","init99",1
"5611","JCS12","init99",1
"5612","JCS13","init99",1
"5613","JCS2","init99",1
"5614","JCS3","init99",1
"5615","JCS4","init99",1
"5616","JCS5","init99",0
"5617","JCS6","init99",0
"5618","JCS7","init99",1
"5619","JCS8","init99",0
"5620","JCS9","init99",1
"5621","KA1","init99",0
"5622","KA13","init99",1
"5623","KA14","init99",1
"5624","KA17","init99",1
"5625","KA19","init99",1
"5626","KA2","init99",1
"5627","KA20","init99",0
"5628","KA21","init99",1
"5629","KA22","init99",0
"5630","KA23","init99",1
"5631","KA24","init99",1
"5632","KA25","init99",0
"5633","KA26","init99",1
"5634","KA27","init99",1
"5635","KA29","init99",0
"5636","KA3","init99",1
"5637","KA30","init99",1
"5638","KA32","init99",0
"5640","KA34","init99",0
"5641","KA36","init99",0
"5642","KA37","init99",0
"5643","KA4","init99",1
"5644","KA42","init99",0
"5645","KA45","init99",0
"5646","KA48","init99",1
"5647","KA49","init99",1
"5648","KA5","init99",1
"5649","KA50","init99",1
"5650","KA6","init99",1
"5651","KA7","init99",0
"5652","KA8","init99",0
"5653","KA9","init99",1
"5654","MP2","init99",0
"5655","MP9","init99",0
"5656","PF1","init99",0
"5658","PF3","init99",1
"5659","PF4","init99",1
"5660","PF5","init99",0
"5661","PF6","init99",1
"5662","PF7","init99",1
"5663","RTHA1","init99",1
"5665","RTHA3","init99",0
"5669","SUS1","init99",0
"5670","SUS2","init99",0
"5671","SUS3","init99",0
"5672","TG1","init99",0
"5673","TG10","init99",0
"5674","TG100","init99",0
"5675","TG101","init99",0
"5676","TG102","init99",0
"5677","TG103","init99",1
"5678","TG104","init99",1
"5679","TG105","init99",1
"5680","TG106","init99",1
"5681","TG107","init99",0
"5682","TG11","init99",0
"5683","TG12","init99",1
"5684","TG13","init99",0
"5685","TG14","init99",1
"5686","TG15","init99",1
"5687","TG16","init99",1
"5688","TG2","init99",1
"5689","TG22","init99",1
"5690","TG23","init99",0
"5691","TG24","init99",1
"5692","TG25","init99",0
"5693","TG26","init99",0
"5694","TG27","init99",1
"5695","TG28","init99",0
"5696","TG5","init99",0
"5698","TG7","init99",0
"5699","TG8","init99",1
"5700","TG9","init99",1
"5701","WBK1","init99",0
"5702","WBK10","init99",0
"5713","WBK11","init99",1
"5724","WBK12","init99",1
"5735","WBK13","init99",0
"5746","WBK14","init99",0
"5756","WBK15","init99",0
"5767","WBK16","init99",0
"5778","WBK17","init99",1
"5789","WBK18","init99",1
"5791","WBK19","init99",0
"5792","WBK2","init99",1
"5793","WBK20","init99",0
"5794","WBK21","init99",1
"5795","WBK22","init99",0
"5796","WBK23","init99",0
"5797","WBK24","init99",0
"5798","WBK25","init99",1
"5799","WBK26","init99",0
"5800","WBK27","init99",1
"5801","WBK28","init99",1
"5802","WBK29","init99",1
"5803","WBK3","init99",1
"5804","WBK30","init99",1
"5805","WBK31","init99",1
"5806","WBK32","init99",1
"5807","WBK33","init99",0
"5808","WBK34","init99",0
"5809","WBK35","init99",0
"5810","WBK36","init99",0
"5812","WBK38","init99",1
"5813","WBK39","init99",1
"5814","WBK4","init99",1
"5815","WBK40","init99",1
"5816","WBK41","init99",1
"5817","WBK42","init99",1
"5818","WBK43","init99",1
"5819","WBK44","init99",1
"5820","WBK45","init99",1
"5821","WBK46","init99",1
"5822","WBK47","init99",1
"5823","WBK48","init99",1
"5824","WBK49","init99",1
"5825","WBK5","init99",1
"5826","WBK50","init99",0
"5827","WBK51","init99",1
"5828","WBK52","init99",1
"5829","WBK53","init99",0
"5830","WBK54","init99",0
"5831","WBK55","init99",1
"5832","WBK56","init99",1
"5833","WBK57","init99",1
"5834","WBK58","init99",1
"5835","WBK59","init99",1
"5836","WBK6","init99",0
"5837","WBK60","init99",1
"5838","WBK61","init99",1
"5839","WBK62","init99",1
"5840","WBK63","init99",1
"5841","WBK64","init99",1
"5842","WBK65","init99",1
"5843","WBK66","init99",0
"5844","WBK67","init99",1
"5845","WBK68","init99",1
"5846","WBK69","init99",1
"5847","WBK7","init99",0
"5848","WBK70","init99",1
"5849","WBK71","init99",1
"5850","WBK72","init99",0
"5851","WBK73","init99",1
"5852","WBK74","init99",1
"5853","WBK75","init99",0
"5854","WBK76","init99",0
"5855","WBK77","init99",0
"5856","WBK78","init99",1
"5857","WBK79","init99",1
"5858","WBK8","init99",0
"5859","WBK80","init99",1
"5860","WBK81","init99",1
"5861","WBK82","init99",0
"5862","WBK83","init99",0
"5869","WBK9","init99",1
"5880","WCW1","init99",0
"5889","GCG1","init00",0
"5890","GCG10","init00",0
"5891","GCG11","init00",0
"5892","GCG12","init00",0
"5893","GCG13","init00",0
"5894","GCG14","init00",0
"5895","GCG15","init00",1
"5896","GCG16","init00",0
"5897","GCG17","init00",1
"5898","GCG18","init00",1
"5899","GCG19","init00",0
"5900","GCG2","init00",1
"5901","GCG20","init00",0
"5902","GCG21","init00",0
"5903","GCG22","init00",0
"5904","GCG23","init00",1
"5905","GCG24","init00",1
"5906","GCG25","init00",1
"5907","GCG27","init00",0
"5908","GCG28","init00",0
"5909","GCG3","init00",0
"5910","GCG30","init00",0
"5911","GCG31","init00",0
"5912","GCG32","init00",0
"5913","GCG33","init00",0
"5914","GCG34","init00",0
"5915","GCG35","init00",1
"5916","GCG36","init00",1
"5917","GCG37","init00",0
"5918","GCG38","init00",0
"5919","GCG39","init00",1
"5920","GCG4","init00",1
"5921","GCG40","init00",0
"5922","GCG41","init00",0
"5923","GCG42","init00",0
"5924","GCG43","init00",0
"5925","GCG44","init00",0
"5926","GCG45","init00",0
"5927","GCG46","init00",0
"5928","GCG47","init00",0
"5929","GCG48","init00",0
"5930","GCG49","init00",1
