"","Name","D_lmass","D_wing","D_tarsus","D_bill","D_tail"
"614","Crescent Honeyeater",0.220400065368459,7.69999999999999,0.5,1.3,10
"615","New Holland Honeyeater",0.0879118723228802,3.7,0.899999999999999,1.2,7.3
"616","White-cheeked Honeyeater",0.141226428846323,5.09999999999999,0.599999999999998,1.4,4.09999999999999
"617","White-fronted Honeyeater",0.164110019730017,5.39999999999999,1.4,1.5,5.3
"618","Tawny-crowned Honeyeater",0.115195712091432,4,1,2.1,2
"619","Brown-backed Honeyeater",0.393630650461161,1.09999999999999,-0.100000000000001,0.600000000000001,1.7
"620","Bar-breasted Honeyeater",0.0706175672139531,3.40000000000001,0.400000000000002,0.699999999999999,0.600000000000001
"621","Striped Honeyeater",0.0887281156086845,4.5,0.900000000000002,1.2,1.7
"622","Painted Honeyeater",0.236388778064231,5.10000000000001,0.100000000000001,0.799999999999997,3.3
"623","Regent Honeyeater",0.177299861694224,9.5,0.899999999999999,1.7,5.3
"624","Eastern Spinebill",0.163629423781802,5.8,1.3,2.4,7.2
"625","Western Spinebill",0.154150679827258,4.40000000000001,0.899999999999999,2.1,5
"626","Blue-faced Honeyeater",0.159427736928103,7.69999999999999,1.09999999999999,3.4,8
"627","Bell Miner",0.121660512402804,5.8,-0.100000000000001,0.800000000000001,-4.7
"628","Noisy Miner",0.102909963057428,7.5,0.300000000000001,1,4.90000000000001
"629","Yellow-throated Miner",0.104958020180467,6.7,1,1,1
"630","New Zealand Bellbird",0.263015942561587,9.69999999999999,1.7,1.6,13.1
"631","Spiny-cheeked Honeyeater",0.128992120191104,5.59999999999999,0.5,1.3,7
"632","Little Wattlebird",0.282079816903111,12.8,1,1.1,19.8
"633","Brush Wattlebird",0.254473401455128,8,1.8,2.3,9
"634","Red Wattlebird",0.144990310428594,6.59999999999999,0.700000000000003,3.1,11.1
"635","Yellow Wattlebird",0.312315339622118,18.9,2.3,2.4,14
"636","Tui",0.332158097150647,19,3.7,3.4,13.5
"637","Yellow Chat",0.0217399866364061,2.2,0.199999999999999,0.200000000000001,-0.299999999999997
"638","Spotted Pardalote",-0.0342890734786323,0.399999999999999,0,-0.300000000000001,0
"639","Red-browed Pardalote",0.00921665510492398,0.899999999999999,-0.199999999999999,0.300000000000001,0.599999999999998
"640","Striated Pardalote",-0.00836824967051664,1.49999999999999,0.899999999999999,0.300000000000001,0.299999999999997
"641","Eastern Bristlebird",0.00743497848751762,3.7,0.0999999999999979,0.5,11.2
"642","Rufous Bristlebird",0.068790830876102,3.7,1.3,0,4.7
"643","Origma",0.0487901641694322,0.899999999999999,0.100000000000001,0.199999999999999,0.5
"644","Fernwren",0.242140052004865,2.5,0.800000000000001,0.5,1
"645","White-browed Scrubwren",0.0540672212702762,1.9,0.5,0.300000000000001,2.4
"646","Speckled Warbler",0.0601685214664527,1.5,0.600000000000001,0.199999999999999,2.6
"647","Rufous Calamanthus",0.150480950938296,3.5,1.3,1.3,1.2
"648","Striated Calamanthus",0.0317486983145803,2.09999999999999,0.300000000000001,0.400000000000002,1.9
"649","Mountain Thornbill",0.0148150857851406,1.7,0.100000000000001,0.4,-0.399999999999999
"650","Brown Thornbill",0.129677823308533,2.1,1,0.5,2.4
"651","Tasmanian Thornbill",0.0719734996250891,1.7,-0.399999999999999,0.0999999999999996,1
"652","Buff-rumped Thornbill",0.0397403286495139,1.6,0.0999999999999979,0,1.5
"653","Western Thornbill",0.0425596144187959,1.9,0.199999999999999,-0.0999999999999996,0.899999999999999
"654","Slender-billed Thornbill",0.0173917427118691,1.3,0.799999999999997,0.0999999999999996,1
"655","Yellow-rumped Thornbill",-0.041672696400568,0.199999999999996,0.300000000000001,0.200000000000001,1.5
"656","Chestnut-rumped Thornbill",0.0472528848505454,1.3,0.699999999999999,-0.0999999999999996,0.899999999999999
"657","Yellow Thornbill",0.0312525435041044,0.5,0.0999999999999979,0,-0.600000000000001
"658","Striated Thornbill",0.0266682470821609,0.899999999999999,0,0.299999999999999,0.600000000000001
"659","Slaty-backed Thornbill",0.0495969411393722,1.9,0.700000000000003,0,1.4
"660","Weebill",-0.032789822822991,1.3,-0.200000000000001,0,0
"661","Green-backed Gerygone",0.0307716586667535,1.9,0,-0.0999999999999996,1
"662","Fairy Gerygone",0,2.6,0.5,0.699999999999999,2.3
"663","White-throated Gerygone",0.0322608622182214,3,0.5,0.200000000000001,1.1
"664","Large-billed Gerygone",0.112795494145344,2.1,0.0999999999999979,-0.0999999999999996,2.4
"665","Dusky Gerygone",0.114775514592428,3.9,0.700000000000003,0.5,1.8
"666","Mangrove Gerygone",0.0813456394539525,2,0.5,0.299999999999999,1.9
"667","Western Gerygone",0.0741079721537219,2.6,0.600000000000001,0.200000000000001,0.899999999999999
"668","Brown Gerygone",-0.0190481949706944,2.3,0.199999999999999,0.100000000000001,0.700000000000003
"669","Norfolk Island Gerygone",-0.0653827592628518,0.600000000000001,0.650000000000002,0.550000000000001,3.4
"670","Grey Gerygone",-0.0487901641694319,3.7,-0.399999999999999,0.43,4
"671","Chatham Islands Gerygone",0.155653309711793,6.8,1.3,0.899999999999999,2.90000000000001
"672","Banded Whiteface",0.0670107102829602,0.299999999999997,0.100000000000001,0,0
"673","Jacky-winter",-0.0313505298840759,1.5,0.199999999999999,0.200000000000001,0.299999999999997
"674","Lemon-bellied Flyrobin",0.0456700368331884,3.09999999999999,0,0,1.40000000000001
"675","Yellow-legged Flyrobin",-0.00873367996875452,5.59999999999999,0.35,0.850000000000001,5.9
"676","Scarlet Robin",-0.0242926925690448,2,0.400000000000002,0.0999999999999996,0
"677","Tomtit",0.0186921330121526,2.40000000000001,0.100000000000001,0.300000000000001,0
"678","Red-capped Robin",-0.0565122102633424,1.6,0.399999999999999,0.299999999999999,1
"679","Flame Robin",-0.0369045569354509,4.60000000000001,-0.199999999999999,0.199999999999999,1.5
"680","Rose Robin",0.0368139731227166,2,0.199999999999999,0.300000000000001,1.7
"681","Pink Robin",-0.0683192439774771,2.5,0.300000000000001,-0.0999999999999996,1.9
"682","New Zealand Robin",0.0862843685970125,3,1.2,0.800000000000001,0.400000000000006
"683","Hooded Robin",0.0339015516756813,5.09999999999999,0.5,0.600000000000001,4.19999999999999
"684","Dusky Robin",0.0495339351222763,2.10000000000001,0.5,0.699999999999999,1.3
"685","White-faced Robin",0.141650517063027,7.40000000000001,1.4,1.7,3.59999999999999
"686","Pale-yellow Robin",0.165792254842744,4.10000000000001,0.899999999999999,1,2.1
"687","Yellow Robin",0.193191229030858,2.89999999999999,0.800000000000001,1.3,3.90000000000001
"688","Grey-breasted Robin",0.0350913198112699,5.09999999999999,0.699999999999999,1.5,1.7
"689","White-breasted Robin",0.172752105777804,3.3,0.699999999999999,1.3,3.1
"690","Mangrove Robin",0.208000571211646,5,1.6,1.9,3.8
"691","White-browed Robin",0.191538211898879,6.59999999999999,1.9,1.8,5.2
"692","Ashy Robin",0.147157644336288,4.90000000000001,1.1,1.6,4.5
"693","Southern Scrub-Robin",0.168290025989697,9.2,3.1,1.2,9
"694","Logrunner",0.108446657709695,7.7,1.6,0.299999999999997,9.3
"695","Chowchilla",0.324148698103301,12.5,3.5,2.1,24.4
"696","Grey-crowned Babbler",0.0630493175861035,1,0.600000000000001,0.5,0.799999999999997
"697","White-browed Babbler",0.0555698511548108,2.40000000000001,0.699999999999999,0.5,2.3
"698","Hall's Babbler",0.00250313021811843,1,0.800000000000001,1.5,1.80000000000001
"699","Chestnut-crowned Babbler",0.0663750689448728,0.5,0,0.199999999999999,1.09999999999999
"700","Red-backed Shrike",-0.117398494217305,1.7,0.399999999999999,0.300000000000001,2.40000000000001
"701","Rufous-tailed Shrike",0.0421456214507634,1.3,0.300000000000001,0,0.5
"702","Brown Shrike",0.0414260416542969,1.10000000000001,-0.400000000000002,0.300000000000001,2.40000000000001
"703","Long-tailed Shrike",0.141078598259905,1.8,0.800000000000001,1,5.3
"704","Lesser Grey Shrike",-0.0279287755250102,-1.10000000000001,0.100000000000001,-0.5,1
"705","Woodchat Shrike",-0.0778170223568075,0.799999999999997,-0.0999999999999979,-0.199999999999999,-0.400000000000006
"706","Masked Shrike",-0.105360515657826,-0.399999999999991,-0.100000000000001,0,0.299999999999997
"707","Black-capped Vireo",0.0791373205587238,0.310000000000002,0.469999999999999,0.0299999999999994,1.2
"708","Plumbeous Vireo",-0.0553987793897885,0.799999999999997,-0.400000000000002,-0.300000000000001,0.5
"709","Blue-headed Vireo",-0.00651468102119379,0.699999999999989,-0.399999999999999,-0.199999999999999,0.899999999999999
"710","Eastern Whipbird",0.197092874114267,4.30000000000001,1.4,1.2,11
"711","Western Whipbird",0.0651183993793931,2.09999999999999,1,1.1,3
"712","Chiming Wedgebill",0.176334893737639,4.40000000000001,0.600000000000001,0.299999999999997,4.8
"713","Chirruping Wedgebill",0.0810258952465923,4.10000000000001,0.199999999999999,0.700000000000001,1
"714","Spotted Quail-thrush",0.111422553340566,4.10000000000001,0.600000000000001,1.6,-2.7
"715","Chestnut Quail-thrush",0.0693759398693414,4.39999999999999,0.5,0.5,5
"716","Chestnut-breasted Quail-thrush",0.0351500621380705,3.09999999999999,1,0.5,34.4
"717","Cinnamon Quail-thrush",0.0414567136783459,2.3,0.600000000000001,0.699999999999999,1.59999999999999
"718","Varied Sittella",0,2.09999999999999,-0.699999999999999,0.899999999999999,0.299999999999997
"719","Whitehead",0.251314428280906,4.8,1.2,1,2.5
"720","Yellowhead",0.126293725324292,5.19999999999999,1.2,0,3.7
"721","Pipipi",0.197359434158495,4.1,1.2,0.6,3.3
"722","Crested Shrike-tit",0.175134332127849,5.40000000000001,0.699999999999999,1.1,8.5
"723","Crested Bellbird",-0.0499725468079211,3.40000000000001,0.599999999999998,0.900000000000002,1
"724","Olive Whistler",-0.00727275932907956,2.2,-0.100000000000001,0.300000000000001,0.5
"725","Gilbert's Whistler",0.00975617494536429,4.09999999999999,0.199999999999999,-0.0999999999999979,2.89999999999999
"726","Brown Whistler",0.0119761910467155,2.7,-0.100000000000001,0.4,1.3
"727","Black-tailed Whistler",-0.0209651284650447,3.40000000000001,0.399999999999999,0.799999999999997,0.200000000000003
"728","Rufous Whistler",0.00823049913651541,2.09999999999999,-0.199999999999999,0,0.700000000000003
"729","White-breasted Whistler",-0.00244200365555214,1.09999999999999,-0.200000000000003,0,-0.400000000000006
"730","Bower's Shrike-thrush",-0.025086834429735,-0.0999999999999943,-0.100000000000001,-0.199999999999999,-0.199999999999999
"731","Sandstone Shrike-thrush",0.0427972287718204,5.09999999999999,-0.300000000000001,0.5,3.5
"732","Pinyon Jay",0.114410351177744,6.94,1.19,2.16,6.59999999999999
"733","Blue Jay",0.032103245384417,3.21000000000001,0.689999999999998,1.04,4.8
"734","Steller's Jay",0.0425596144187956,0,0,1,2
"735","Santa Cruz Jay",0.114580470869509,9,1.8,1.5,10.5
"736","Scrub Jay",0.11511890468007,4,0.900000000000006,1.1,5.20000000000002
"737","Florida Jay",0.0570842381176284,1.89999999999999,0.799999999999997,1.6,4.5
"738","Green Jay",0.14475741143744,1,0,0.5,-1.5
"739","Eurasian Jay",0.0483531967165538,5.5,0.600000000000001,1.1,1.5
"740","Siberian Jay",0.0685037543336442,3.5,1.1,1,2.80000000000001
"741","Azure-winged Magpie",0.0563529365511313,6.59999999999999,0.900000000000006,0.800000000000001,13.7
"742","Black-billed Magpie",0.0702042586732485,12.2,2.6,1.6,33
"743","Yellow-billed Magpie",0.155456753253489,9.89999999999998,2.8,2.2,16
"744","Spotted Nutcracker",0.051825067864586,8.19999999999999,0.700000000000003,1.4,2.5
"745","Red-billed Chough",0.145101943503772,4.5,3,2.7,10
"746","Yellow-billed Chough",0.155292884406035,18.8,1.8,0.899999999999999,7
"747","Eurasian Jackdaw",0.0846830872300393,8.5,2,1.8,2
"748","Daurian Jackdaw",0.132221634742459,10,1,1.9,9.40000000000001
"749","House Crow",0.160479814878905,10.4,2.7,4.2,7
"750","Cape Crow",0.222326891407654,14,2.90000000000001,3.2,18
"751","Northwestern Crow",0.119003292061613,12.4,2.3,1.2,10.9
"752","Fish Crow",0.104286660228865,14.2,1.7,2.4,7.5
"753","Carrion Crow",0.119517641468592,12.1,5,5.6,9
"754","Chihuahuan Raven",0.0824436692110746,11,1.63,2.8,6
"755","Pied Crow",0.178434118449494,7,-0.400000000000006,1.40000000000001,-1
"756","Brown-necked Raven",0.111413587370904,23.5,4.60000000000001,6.10000000000001,1
"757","Common Raven",0.0891014239056442,18,2.10000000000001,3.59999999999999,5
"758","Fan-tailed Raven",0.182321556793955,5.10000000000002,4.2,1.7,8
"759","White-necked Raven",0.14675966318087,9,2.5,3.00000000000001,8
"760","Eurasian Golden-Oriole",-0.0492710490067827,2.70000000000002,-0.300000000000001,0,-0.100000000000009
"761","Sao Tome Oriole",0,1,-0.600000000000001,1.2,9.10000000000001
"762","Black-winged Oriole",0.128789089964281,2,1,1,-4.5
"763","Square-tailed Drongo",0.0520348591230539,0,0.199999999999999,0.100000000000001,1.5
"764","Shining Drongo",0.00256739550524587,1,0.699999999999999,0.699999999999999,4.59999999999999
"765","Yellow Flycatcher",-0.0666913744986724,2.5,0.0999999999999996,0.200000000000001,3
"766","African Blue-Flycatcher",-0.0487901641694317,2.8,0.200000000000001,0.699999999999999,2.30000000000001
"767","Blue-headed Crested-Flycatcher",-0.00843886864586452,1.3,0.100000000000001,0.5,3
"768","African Crested-Flycatcher",0.00985229644301144,3.09999999999999,0.700000000000003,0.0999999999999996,3.09999999999999
"769","Pringle's Puffback",0.405465108108164,2.3,0.25,0.699999999999999,1.90000000000001
"770","Three-streaked Tchagra",0.0186921330121526,1.10000000000001,0.399999999999999,0.0999999999999979,5
"771","Red-naped Bushshrike",0.137621377876048,7,1.6,0.400000000000002,4.59999999999999
"772","Luehder's Bushshrike",0.0640788566845223,7,-0.600000000000001,0.100000000000001,8
"773","Orange-breasted Bushshrike",0.0183491386681967,-0.5,0.5,1,2
"774","Tropical Boubou",0.272269793456894,4,0.5,2,2.5
"775","Gabon Boubou",0.0227713824124773,6,-0.549999999999997,2.25,2
"776","Slate-colored Boubou",0.114483197653828,0.0999999999999943,0,0.399999999999999,-1.7
"777","Sooty Boubou",0.173019164131641,2.19999999999999,0.5,0.199999999999999,4.3
"778","Fuelleborn's Boubou",0.0346855579878897,7.3,2.2,0.0999999999999979,-0.100000000000009
"779","Bokmakierie Bushshrike",0.0617773596962436,0.900000000000006,2.5,0.5,2.7
"780","Perrin's Bushshrike",0.0624354709407924,3.5,0.5,0.899999999999999,0.299999999999997
"781","Yellow-crested Helmetshrike",-0.0081633106391612,-1,0.400000000000002,1.1,-0.900000000000006
"782","Chestnut-bellied Helmetshrike",0.00537154380191129,-1,0,-0.0999999999999979,-0.800000000000011
"783","Chestnut-fronted Helmetshrike",-0.020408871631207,-0.700000000000003,1.3,0.399999999999999,-1.59999999999999
"784","Black-and-white Shrike-flycatcher",0.0368705358083274,0.799999999999997,0.0999999999999996,1,-0.400000000000006
"785","Ruwenzori Batis",0.0317486983145803,-0.149999999999999,-0.5,0.0999999999999996,-0.700000000000003
"786","Short-tailed Batis",-0.0659579677917974,0.899999999999999,-0.0999999999999979,0.299999999999999,0.600000000000001
"787","Pygmy Batis",-0.216671036808592,1.3,1.5,0.800000000000001,1.2
"788","Brown-throated Wattle-eye",-0.0198026272961798,-0.400000000000006,0.199999999999999,-0.300000000000001,-2.6
"789","Bohemian Waxwing",0.178691788743376,-0.0999999999999943,0.400000000000002,0,0.399999999999999
"790","Cedar Waxwing",-0.0959003244068755,1.39999999999999,-0.100000000000001,0.04,0.300000000000004
"791","White-throated Dipper",0.145652753156868,8.89999999999999,2.1,1.4,3.2
"792","American Dipper",0.112795494145344,4,0.699999999999999,1.3,2.59999999999999
"793","Rufous-tailed Rock-Thrush",-0.108758989616938,4.09999999999999,0.100000000000001,-0.199999999999999,-1.2
"794","Little Rock-Thrush",0.0334759291963893,5.09999999999999,0.0999999999999979,-0.199999999999999,7.09999999999999
"795","Blue Rock-Thrush",-0.08038151845096,3.90000000000001,0.300000000000001,0.699999999999999,-0.200000000000003
"796","Siberian Thrush",-0.154150679827259,2.30000000000001,0.300000000000001,-0.600000000000001,1.3
"797","Abyssinian Ground-Thrush",-0.0409015142213032,1,-0.100000000000001,0,0.700000000000003
"798","Crossley's Ground-Thrush",-0.133531392624522,0,-1.3,0.900000000000002,-0.900000000000006
"799","Orange Ground-Thrush",-0.0261452801043225,2,0.299999999999997,0.100000000000001,1.3
"800","Oberlaender's Ground-Thrush",-0.0800427076735364,3,-0.899999999999999,1,0.899999999999999
"801","Grey Ground-Thrush",-0.0703654103710614,5,2.4,2.6,-3.3
"802","Scaly Thrush",-0.0327898228229913,4.39999999999998,0.200000000000003,0.399999999999999,8.39999999999999
"803","Western Bluebird",-0.0491592359580832,3.41,1.08,0.0400000000000009,4.10000000000001
"804","Omao",0.0218046299668528,4.2,0.5,0.6,2.2
"805","Grey-cheeked Thrush",0.0273054506902675,4.30000000000001,0.800000000000001,0.0999999999999996,3.90000000000001
"806","Groundscraper Thrush",-0.00394997221931437,3,-0.800000000000001,-0.399999999999999,7.4
"807","Bare-eyed Thrush",-0.0461466026357815,1,0.599999999999998,1,-0.799999999999997
"808","Kurrichane Thrush",0.00541029272824733,4,1.2,-0.5,3.2
"809","Olive Thrush",0.0139862419747399,5,-0.5,0.200000000000003,-1
"810","Ring Ouzel",0.0324854551444886,2.69999999999999,0,-0.200000000000003,2.3
"811","Eurasian Blackbird",-0.0260838992394472,5.7,1,0.199999999999999,4.40000000000001
"812","Dark-throated Thrush",0.049282088423019,3.5,0.5,0,1.5
"813","Fieldfare",0.031416196233379,4.20000000000002,0,0.199999999999999,2
"814","Redwing",0.0143200537747488,1.8,0.600000000000001,0.299999999999999,3.3
"815","Song Thrush",0.0305155439259508,1.60000000000001,-0.199999999999996,-0.5,2.90000000000001
"816","Mistle Thrush",-0.0917451136398286,3.30000000000001,0.699999999999996,0.4,2
"817","Southern Black-Flycatcher",0.0262679268206103,5,-0.0999999999999979,-0.299999999999997,3.3
"818","Yellow-eyed Black-Flycatcher",0.00689657905906049,3,0,0,3
"819","West African Black-Flycatcher",0.00752826642079141,3,-0.0500000000000007,0.5,0.700000000000003
"820","White-browed Forest-Flycatcher",0.154875580185207,2.3,-0.5,-0.199999999999999,3.59999999999999
"821","Gambaga Flycatcher",-0.154150679827258,-1.3,0,0.5,-0.399999999999999
"822","Asian Brown Flycatcher",0.0273989741881144,0.100000000000009,0,0.199999999999999,1.09999999999999
"823","Sooty Flycatcher",-0.0169018108026027,1.5,0.5,0.300000000000001,1.8
"824","Yellow-footed Alseonax",-0.0870113769896297,1.9,-0.300000000000001,0.5,1.6
"825","Cassin's Alseonax",0.111225635110224,2,0.4,0.300000000000001,0.399999999999999
"826","Ashy Alseonax",-0.0559586536480445,1.80000000000001,0.899999999999999,1,0.899999999999999
"827","Grey-throated Tit-Flycatcher",0.00796816964917646,1.6,-0.399999999999999,0.4,0.200000000000003
"828","Grey Tit-Flycatcher",0.0700675626167171,3.5,0.399999999999999,0.5,1.7
"829","European Pied Flycatcher",0.133531392624523,2.09999999999999,0,0,1.7
"830","Collared Flycatcher",0.0314986670593709,1.8,-0.199999999999999,-0.6,2.3
"831","Semicollared Flycatcher",0.0353393664453088,2.5,0.100000000000001,0,0.600000000000001
"832","Red-breasted Flycatcher",-0.0512932943875506,2.3,-0.399999999999999,0,0.5
"833","European Robin",-0.108368036721781,2.3,-0.0999999999999979,0.200000000000001,1.3
"834","Common Nightingale",0.0744760929014827,2.10000000000001,0.600000000000001,0.599999999999998,2.4
"835","Bluethroat",-0.00547946576462577,2.8,0.899999999999999,0.300000000000001,2.5
"836","Siberian Blue Robin",0.157320254588537,0.100000000000009,-0.5,0.4,0.899999999999999
"837","Orange-flanked Bush-Robin",-0.0900261516577197,3.59999999999999,-0.100000000000001,0.200000000000001,2.6
"838","White-throated Robin",0.00819676720417872,1.60000000000001,0.399999999999999,0,1.3
"839","Black Scrub-Robin",0.0276151670329736,4.39999999999999,1.2,1.1,8.5
"840","Rufous-backed Redstart",0.0219789067187754,2.60000000000001,0.300000000000001,0,1.8
"841","Black Redstart",-0.082586591009274,2.59999999999999,0.699999999999999,0.199999999999999,2.4
"842","Common Redstart",-0.00655740054615928,2.5,-0.199999999999999,0.199999999999999,1.7
"843","Moussier's Redstart",-0.0134230203321408,1.59999999999999,0.400000000000002,-0.0999999999999996,1.1
"844","White-winged Redstart",0.0838377786420881,4.39999999999999,0.0999999999999979,0.300000000000001,1.7
"845","Whinchat",-0.0120483385161747,1.3,-0.199999999999999,0,1.8
"846","Common Stonechat",-0.0413852161628543,1,-0.199999999999999,-0.199999999999999,0.400000000000006
"847","Pied Bushchat",-0.0537041789718611,1.09999999999999,-0.0999999999999979,0.5,1.9
"848","Hooded Wheatear",0.0219789067187754,4.5,0.699999999999999,0.200000000000003,0.799999999999997
"849","Hume's Wheatear",0.0506931143155183,5.09999999999999,0.800000000000001,0.399999999999999,2.8
"850","Northern Wheatear",0.0125262598191802,3.39999999999999,0.5,0.399999999999999,3
"851","Mourning Wheatear",0.133531392624523,4,0.800000000000001,0.199999999999999,5.99999999999999
"852","Finsch's Wheatear",0.0297419691987377,4.3,1,0.599999999999998,3.5
"853","Black-eared Wheatear",0.172612742666994,0.700000000000003,-0.199999999999999,0,2.59999999999999
"854","Rufous-tailed Wheatear",-0.0229895182246991,4.39999999999999,0.600000000000001,0.5,2.3
"855","Desert Wheatear",-0.0808520966290951,4.40000000000001,0.0999999999999979,0.5,1.7
"856","Isabelline Wheatear",-0.0512932943875506,5.60000000000001,2.6,1.1,4.09999999999999
"857","Blackstart",-0.0339015516756813,4.8,1.1,0.100000000000001,4.5
"858","Northern Anteater-Chat",0.0671630448098757,3,1.1,0.5,3.2
"859","Stuhlmann's Starling",0.126751705639144,5.40000000000001,1,0.699999999999999,-0.599999999999994
"860","Kenrick's Starling",0.27443684570176,4.5,1.35,-0.550000000000001,4
"861","Narrow-tailed Starling",0.0843411484337508,4.90000000000001,1.3,1.1,15.4
"862","White-collared Starling",0.0938187552176544,8.5,1,-0.25,8.7
"863","Waller's Starling",-0.249012931292627,6,1.4,1.7,4.90000000000001
"864","Pale-winged Starling",0.0483185772708072,5,0.899999999999999,1.2,4
"865","Red-winged Starling",0.0974553361507127,7,1.3,1.3,5
"866","Chestnut-winged Starling",0.160807088851499,5,0.800000000000001,2.2,5
"867","Slender-billed Starling",0.13512586545768,9,0.700000000000003,-0.400000000000002,18
"868","White-billed Starling",0.0370412716803497,12,3.1,0.699999999999999,9
"869","Bristle-crowned Starling",0.166202174914071,5,2,0.800000000000001,14
"870","Copper-tailed Glossy-Starling",0.0403416047090062,8,0.699999999999999,1.2,6
"871","Purple-headed Glossy-Starling",0.102857385439708,7,1.3,0.199999999999999,1.8
"872","Black-bellied Glossy-Starling",0.133023133401383,6,1,0.700000000000003,3.3
"873","Red-shouldered Glossy-Starling",-0.00225733730165079,6,1.8,0.399999999999999,2.7
"874","Greater Blue-eared Glossy-Starling",0.151806012868004,12,1.8,1.9,10.6
"875","Lesser Blue-eared Glossy-Starling",0.023347363996991,7,0.400000000000002,2.4,3.3
"876","Sharp-tailed Glossy-Starling",0.0162605208717803,0,1.2,-0.5,1.19999999999999
"877","Splendid Glossy-Starling",0.12391079463754,15,2.8,1.9,10
"878","Meves's Glossy-Starling",0.224556979111356,12,2.09999999999999,-0.5,11
"879","Rueppell's Glossy-Starling",0.15614390352883,14,1.6,0.5,-7
"880","Superb Starling",0.149898370088728,5,0.899999999999999,0.199999999999999,0.899999999999991
"881","Chestnut-bellied Starling",0.0208031276297636,2,0,2.1,1.40000000000001
"882","Magpie Starling",0.101253733705173,7,0.700000000000003,-0.399999999999999,0.199999999999989
"883","Babbling Starling",0.0606246218164355,4,0.399999999999999,1,3
"884","African Pied Starling",0.0289875368732524,4,0.800000000000004,1.1,3
"885","Purple-backed Starling",-0.0101523714640184,1.8,0.100000000000001,-0.0999999999999979,-0.100000000000001
"886","Rosy Starling",0.173815125716154,3.5,1.2,0.800000000000001,0.799999999999997
"887","Common Starling",0.0546719990328874,3.40000000000001,0.800000000000001,1.5,2.3
"888","Spotless Starling",0.106059571960325,2.30000000000001,0,0.800000000000001,1.1
"889","Red-billed Oxpecker",0.00985229644301144,3,0.0999999999999979,0.199999999999999,0.399999999999991
"890","Sage Thrasher",-0.0112995552539337,1.5,0.100000000000001,0.4,0
"891","Brown Thrasher",0.0145987994211527,1.2,0.700000000000003,0.5,2.09999999999999
"892","Le Conte's Thrasher",0.00970881412696034,1.56999999999999,0.0799999999999983,-0.0700000000000003,2
"893","Wood Nuthatch",0.0334759291963893,2.19999999999999,-0.100000000000001,0,1.4
"894","Pygmy Nuthatch",-0.0192313619278877,0.749999999999993,-0.0199999999999996,0,0.400000000000002
"895","Red-breasted Nuthatch",0.0953101798043248,2.19999999999999,0.400000000000002,0.6,0.599999999999994
"896","Western Rock-Nuthatch",-0.0465200156348931,1.8,-0.200000000000003,0.300000000000001,1.7
"897","Wallcreeper",-0.379489621704904,2.3,0.300000000000001,-0.899999999999999,1.5
"898","American Tree-Creeper",0,2.6,0.0999999999999996,1,2.5
"899","Short-toed Tree-Creeper",0.0953101798043252,2.1,-0.399999999999999,1.7,-0.200000000000003
"900","Canyon Wren",0.0266682470821613,1.53,0.210000000000001,0.04,4.7
"901","Carolina Wren",0.103719826200366,3.59999999999999,0.800000000000001,0.5,1.8
"902","Winter Wren",0.2484613592985,2.9,0.700000000000003,0.699999999999999,2.5
"903","House Wren",-0.0961438605529024,1.9,0.199999999999999,0.199999999999999,1.3
"904","Eurasian Penduline-Tit",0.0984400728132528,1.1,0.300000000000001,0,1.8
"905","Marsh Tit",0,4.10000000000001,0.299999999999997,0,2.4
"906","Sombre Tit",0.0896121586896874,1.90000000000001,0.200000000000003,0.199999999999999,1.5
"907","Willow Tit",0.0772916743016467,2.7,0.800000000000001,0.5,2.6
"908","Siberian Tit",0.141313533066578,1.60000000000001,0.199999999999999,0.199999999999999,0.100000000000001
"909","Coal Tit",0.0953101798043248,2.59999999999999,0.200000000000003,0.0999999999999996,0.399999999999999
"910","Crested Tit",0.0633696139325894,3.8,0.5,0.200000000000001,1.7
"911","Dusky Tit",0.0157483569681394,3.2,0.299999999999997,-0.299999999999999,1.7
"912","Stripe-breasted Tit",-0.0350913198112703,2,0.600000000000001,0.4,2.8
"913","Ashy Tit",0.0442332549768256,3.30000000000001,0.300000000000001,-0.200000000000001,-0.199999999999996
"914","Great Tit",0.0648876222058754,2.40000000000001,1,0.199999999999999,2.8
"915","Blue Tit",0.0595920972022457,2.5,2.5,0.0999999999999996,1.9
"916","Azure Tit",-0.0398459085471994,2.40000000000001,1.1,0.4,1.4
"917","Violet-green Swallow",0.0353393664453088,6,-0.100000000000001,-0.100000000000001,2.3
"918","Purple Martin",0.0618754037180875,3.19999999999999,0.199999999999999,0.200000000000001,2.2
"919","Northern Rough-winged Swallow",0.0863846141988205,5.39999999999999,0.300000000000001,-0.04,1.9
"920","Sand Martin",-0.0684677992774607,0.200000000000003,-0.299999999999999,0,-0.299999999999997
"921","Barn Swallow",-0.0314161962333785,2.60000000000001,0,-0.100000000000001,12.3
"922","Red-rumped Swallow",-0.0134833503372871,1.8,0.299999999999999,0.299999999999999,6.30000000000001
"923","Northern House-Martin",-0.0153455696746603,1.09999999999999,0.0999999999999996,0.0999999999999996,0.700000000000003
"924","Goldcrest",0.0344861760711692,2,0.400000000000002,-0.299999999999999,1.4
"925","Firecrest",0.0714589639821448,3.09999999999999,0.5,0.399999999999999,1.5
"926","Garden Bulbul",0.0999404481884874,6.60000000000001,0.699999999999999,0.699999999999999,4.60000000000001
