"","Name","D_lmass","D_wing","D_tarsus","D_bill","D_tail"
"927","Himalayan Bulbul",0.0327898228229908,2,0,1.5,3.8
"928","Yellow-spotted Nicator",0.125706399792031,15.5,2.3,1.2,11.5
"929","Eastern Nicator",0.405465108108164,15.6,4.7,4.3,13.4
"930","Black-collared Bulbul",-0.062242308877221,0.200000000000003,-0.199999999999999,1.1,3.2
"931","Grey Hypocolius",-0.0664897412688328,0.799999999999997,-0.400000000000002,0.199999999999999,6.8
"932","Red-faced Cisticola",0.05284248137438,5.5,1.8,1,6.2
"933","Whistling Cisticola",0.512437227660332,12.9,2.8,1.3,12.2
"934","Chattering Cisticola",0.215111379616945,7.5,1.2,1.1,6.6
"935","Chubb's Cisticola",0.174353387144778,5.3,1.3,1,6.5
"936","Hunter's Cisticola",0.0903840614682689,3,0.600000000000001,-0.0999999999999996,3.8
"937","Black-lored Cisticola",0.20834533021526,2.5,1.1,-0.25,0.599999999999994
"938","Lazy Cisticola",0.103899595018151,5.40000000000001,0.399999999999999,0,4.59999999999999
"939","Rattling Cisticola",0.18641154204548,10.2,2.3,1.9,8.1
"940","Ashy Cisticola",-0.22314355131421,9.5,2.1,1.1,6.5
"941","Red-headed Cisticola",0.263191052443485,5.4,2.1,0.5,5
"942","Winding Cisticola",-0.00542006746933898,5.59999999999999,2.6,0.699999999999999,6.40000000000001
"943","Chirping Cisticola",0.088947486016496,5.7,0.900000000000002,0.300000000000001,2
"944","Carruthers's Cisticola",-0.00829880281469508,2.8,0.800000000000001,0,1.59999999999999
"945","Stout Cisticola",0.245410352089961,7.9,2.8,0.800000000000001,13.6
"946","Croaking Cisticola",0.470003629245736,10.7,2.7,1.9,5
"947","Piping Cisticola",0.0848994437864858,3.8,0.399999999999999,0.299999999999999,3.1
"948","Siffling Cisticola",-0.0392207131532816,5.5,-0.100000000000001,0,-1.90000000000001
"949","Desert Cisticola",-0.206132205487673,5,0.200000000000003,-0.199999999999999,2.1
"950","Cloud-scraping Cisticola",0.0666913744986726,6.90000000000001,0.899999999999999,0.199999999999999,6.2
"951","Graceful Prinia",-0.0533459807052927,2.2,0.100000000000001,-0.100000000000001,1.2
"952","Karoo Prinia",0.0449513878622665,2.5,0.800000000000001,-0.0999999999999996,8
"953","Sao Tome Prinia",-0.0571584138399488,3,0.5,0.0999999999999996,8
"954","Banded Prinia",0.0590889163700066,2.4,0.799999999999997,0,6.7
"955","Namaqua Warbler",0.197063838531158,3.2,0.199999999999999,1.2,6
"956","Briar Warbler",0.060018009726253,1.5,0.199999999999999,-0.0999999999999996,0
"957","Rufous-eared Warbler",0.10848064299407,2,0.100000000000001,0.200000000000001,7
"958","Red-winged Grey Warbler",0,2.3,0.100000000000001,-0.100000000000001,1.8
"959","Green Longtail",0.116724274308142,4.3,0.100000000000001,0.0999999999999996,17
"960","Black-collared Apalis",0.167054084663166,3.5,1.7,1,4.6
"961","Collared Apalis",0.030459207484709,1.5,0.100000000000001,0.699999999999999,4
"962","Bar-throated Apalis",0.0953101798043248,1.6,0.700000000000003,0.5,1.9
"963","Black-capped Apalis",0.0119761910467155,1.09999999999999,0.300000000000001,-0.0999999999999996,5.3
"964","Black-throated Apalis",0.0346855579878902,3.40000000000001,0,0.0999999999999996,9.6
"965","Masked Apalis",-0.0359320092260633,3,0.599999999999998,-0.0999999999999996,5.5
"966","Black-faced Apalis",0.00913248356327268,1.8,0.5,0.199999999999999,3.2
"967","Sharpe's Apalis",0.0920188987202519,1.6,0.400000000000002,0.6,4.9
"968","Chestnut-throated Apalis",0.0953101798043252,1.2,-0.0999999999999979,0,7.4
"969","Black-headed Apalis",0.0689928714869517,1.5,0.399999999999999,0.0999999999999996,12.4
"970","Brown-headed Apalis",0.0333364202675916,3.5,1.8,0.800000000000001,9.9
"971","Grey-capped Warbler",0.0833816089390509,2.89999999999999,-0.200000000000003,0.599999999999998,5.5
"972","Yellow-browed Camaroptera",0.102947969252442,2.9,1.1,1,-0.100000000000001
"973","Olive-green Camaroptera",0.159964649692678,4.6,1.1,0.700000000000001,3.4
"974","Pale White-eye",-0.135955636236029,1.2,0.199999999999999,0.199999999999999,1.1
"975","Cetti's Warbler",0.201369751764649,7.9,2.7,0.700000000000001,7.2
"976","White-winged Scrub-Warbler",0.0982933484347339,3,1,1.15,3.8
"977","Cinnamon Bracken-Warbler",0.0459851132418234,1.3,-0.5,0.199999999999999,1.6
"978","Black-faced Rufous Warbler",0.149143158096636,1.90000000000001,0.0999999999999979,-0.0999999999999996,4.5
"979","Eurasian River Warbler",0.0106383982050557,2.19999999999999,0,0.5,1
"980","Savi's Warbler",0.00677968698537867,1.8,0.199999999999999,0.800000000000001,1.59999999999999
"981","Moustached Warbler",-0.170957798143639,2,0.5,0.300000000000001,0.899999999999999
"982","Aquatic Warbler",-0.0670107102829602,0.399999999999999,0.199999999999999,-0.0999999999999996,-0.600000000000001
"983","Sedge Warbler",0.0672522270091678,2.5,0.599999999999998,0.200000000000001,2
"984","Paddyfield Warbler",0.0271509890659507,1.2,0.5,0.200000000000001,1.8
"985","Eurasian Reed-Warbler",0,0.799999999999997,0.300000000000001,0.300000000000001,2.3
"986","Marsh Warbler",0.100083458556982,1.5,0.600000000000001,0.0999999999999996,0.200000000000003
"987","Great Reed-Warbler",0.128678085061451,4.5,1.1,0.900000000000002,1.40000000000001
"988","Clamorous Reed-Warbler",0.0669394826751093,4.90000000000001,1.9,0.599999999999998,2.5
"989","Booted Warbler",0,2.7,0.300000000000001,0.5,1.59999999999999
"990","Olivaceous Warbler",0.100541229221877,2.7,0.5,0.100000000000001,2.4
"991","Upcher's Warbler",0,2.8,0.300000000000001,0.199999999999999,0.699999999999996
"992","Icterine Warbler",0.0150378773645405,0.900000000000006,0.5,0.100000000000001,0.799999999999997
"993","Yellow Flycatcher-Warbler",0.0370412716803492,3.1,0.199999999999999,0.199999999999999,3.8
"994","Mountain Flycatcher-Warbler",-0.0360399364831969,1.5,0,0,2.2
"995","Buff-bellied Warbler",0,1.7,-0.199999999999999,0,2
"996","White-tailed Warbler",-0.00823049913651541,4.6,0.199999999999999,0.0999999999999996,6.9
"997","Grauer's Warbler",0.0321571116345312,0.100000000000001,0.199999999999999,0,0.799999999999997
"998","Green-backed Eremomela",-0.287682072451781,1.1,0.5,0.0999999999999996,3.09999999999999
"999","Greencap Eremomela",-0.0444517625708336,1.6,0.0999999999999979,0.4,0.700000000000003
"1000","Rufous-crowned Eremomela",-0.056618893999508,-2,-0.599999999999998,-0.300000000000001,-0.5
"1001","Black-necked Eremomela",0.152676840208958,1,0.100000000000001,-0.4,-2.3
"1002","Burnt-neck Eremomela",0.0476280489892544,1.5,0.399999999999999,0.0999999999999996,0.600000000000001
"1003","Green Crombec",-0.0127390257774298,2.7,0.399999999999999,0.100000000000001,1.2
"1004","Lemon-bellied Crombec",-0.0714589639821446,2.8,-0.300000000000001,0.0999999999999996,1.5
"1005","White-browed Crombec",0.0616935690053397,5.90000000000001,0.100000000000001,0.9,2.1
"1006","Northern Crombec",-0.249215791623985,3,0.800000000000001,-0.0999999999999996,2.7
"1007","Short-billed Crombec",-0.0653827592628518,2,0.200000000000003,-0.200000000000001,-3
"1008","Red-capped Crombec",0.0870113769896297,1.5,-0.400000000000002,0.300000000000001,1.5
"1009","Red-faced Crombec",0.0367013668504281,2.5,0.899999999999999,0.6,4
"1010","Somali Crombec",0,4,0.699999999999999,0.699999999999999,3.6
"1011","Cape Crombec",0.0452565915881209,1.7,-0.399999999999999,0.4,3.3
"1012","Neumann's Warbler",0.106767975425706,-0.799999999999997,-2.2,0.300000000000001,1
"1013","Kemp's Longbill",0.118716306839382,4,0.699999999999999,0.300000000000001,3.8
"1014","Yellow Longbill",0.134530892957606,5.4,1.5,0.699999999999999,7.7
"1015","Grey Longbill",0,1.6,0.800000000000001,0.300000000000001,2.8
"1016","Kretschmer's Longbill",0.196506191785911,1.2,-1.9,1.2,2.5
"1017","Green Hylia",0.190226736301068,6.8,0.300000000000001,0.799999999999999,4.7
"1018","Red-faced Woodland-Warbler",0.0733312730855498,4.6,0.399999999999999,-0.200000000000001,2.3
"1019","Willow Warbler",0.0112995552539332,4.89999999999999,0.699999999999999,0.4,2.6
"1020","Common Chiffchaff",0.130053128248198,5.3,0.699999999999999,0.199999999999999,1.5
"1021","Bonelli's Warbler",-0.0459851132418234,4.3,0.600000000000001,0.299999999999999,1.6
"1022","Wood Warbler",-0.0301530381706874,3.3,-0.300000000000001,-0.199999999999999,4.8
"1023","Dusky Warbler",0.125769387289034,4.4,1.8,0.300000000000001,3.7
"1024","Radde's Warbler",0.262364264467491,2.9,0.599999999999998,0.200000000000001,1.1
"1025","Lemon-rumped Warbler",0,2.7,0.399999999999999,0.5,2.40000000000001
"1026","Inornate Warbler",-0.0870113769896299,1.7,0.199999999999999,0.299999999999999,2.7
"1027","Arctic Warbler",0.0421114853501265,3.3,-0.300000000000001,-0.399999999999999,2.5
"1028","Yellow-bellied Hyliota",0.113328685307003,4.09999999999999,-0.800000000000001,0.199999999999999,3.09999999999999
"1029","Southern Hyliota",-0.0284379353205333,2.8,0.599999999999998,-1.1,4.3
"1030","Violet-backed Hyliota",-0.00634922767865875,3.7,0.0999999999999979,0.0999999999999996,1.8
"1031","Brown Songlark",0.836659462182148,23.5,9.6,3.4,25.9
"1032","Scaly-breasted Illadopsis",0.0859788523754403,4.5,0.300000000000001,0.800000000000001,5.6
"1033","Rufous-winged Illadopsis",0,3.2,0.699999999999999,0.299999999999997,6.49999999999999
"1034","Puvel's Illadopsis",0.0976384695639161,8.8,2.3,0.700000000000003,8.5
"1035","Pale-breasted Illadopsis",-0.0151136378100483,4.59999999999999,1.1,1.2,3.9
"1036","Mountain Illadopsis",0.11526604464723,1.8,0.199999999999999,0.5,2.1
"1037","Thrush Babbler",0.160907462290138,13.5,4.7,1.7,9
"1038","Fulvous Chatterer",0.0367013668504277,0.299999999999997,0.600000000000001,1.3,2
"1039","Rufous Chatterer",-0.0392207131532816,2,-0.100000000000001,0.300000000000001,5
"1040","Scaly Babbler",0.093660921596511,3,-1.3,1.5,4.5
"1041","Southern Pied-Babbler",0.0656403562280659,2,1.3,-0.599999999999998,1
"1042","Sharpe's Pied-Babbler",-0.00365186041877053,1,-0.0999999999999943,0.400000000000002,6.5
"1043","Arrow-marked Babbler",0.234798283272285,-1,-0.5,1.1,-1
"1044","Bare-cheeked Babbler",-0.00925320548048347,0,-0.100000000000001,-0.899999999999999,3.59999999999999
"1045","Bearded Parrotbill",0.117783035656383,1.3,0.700000000000003,0.200000000000001,5.5
"1046","Wrentit",0.0746108637911749,1.2,0.5,0.38,1.89999999999999
"1047","Blackcap",0.00554018037561566,0.300000000000011,-0.199999999999999,-0.299999999999999,2.8
"1048","Garden Warbler",-0.0367495422087414,0.700000000000003,0.300000000000001,0.199999999999999,-0.199999999999996
"1049","Common Whitethroat",0.0137933221323361,2.10000000000001,0.599999999999998,0,2.5
"1050","Lesser Whitethroat",0,1,0.299999999999997,0,2.4
"1051","Desert Warbler",-0.0202027073175195,3.3,0.299999999999997,0.300000000000001,1.8
"1052","Barred Warbler",-0.142808403223324,2.5,0,-0.100000000000001,1.7
"1053","Orphean Warbler",0.0310446216819602,2.8,-0.100000000000001,0,2.09999999999999
"1054","Red Sea Warbler",-0.0805804866593394,2.80000000000001,0.599999999999998,-0.399999999999999,3.6
"1055","Rueppell's Warbler",0.0148150857851408,1.2,0.0999999999999979,0,2
"1056","Sardinian Warbler",-0.0255333020051647,1.2,-0.0999999999999979,0,2.5
"1057","Cyprus Warbler",-0.0175443096509094,-0.799999999999997,0.200000000000003,0.299999999999999,4.8
"1058","Subalpine Warbler",-0.0476280489892544,1.5,0.200000000000003,0.300000000000001,0.400000000000006
"1059","Menetries's Warbler",0.0808520966290946,0.5,0.100000000000001,-0.0999999999999996,0.399999999999999
"1060","Spectacled Warbler",0.209350229181874,0.400000000000006,-0.200000000000003,0.200000000000001,0.600000000000001
"1061","Tristram's Warbler",0.116410351844411,0.399999999999999,0,-0.300000000000001,-0.200000000000003
"1062","Black-crowned Sparrow-Lark",0.22314355131421,3.7,-0.100000000000001,-0.5,1.4
"1063","Bar-tailed Lark",-0.0317486983145803,5.8,0.600000000000001,0.800000000000001,3.5
"1064","Desert Lark",0.110348057168865,8,0.699999999999999,1.3,5.3
"1065","Greater Hoopoe-Lark",0.220240791656248,13,3.1,3.4,8
"1066","Calandra Lark",0.0782157464450242,13.7,1.7,2.7,7.3
"1067","Bimaculated Lark",0,9.09999999999999,0.0999999999999979,1.2,3.6
"1068","Black Lark",0.121715404074104,7.5,0.699999999999999,1.7,10.1
"1069","Greater Short-toed Lark",-0.0404549546923136,6.10000000000001,0.900000000000002,0.100000000000001,3
"1070","Crested Lark",0.0246373043853856,6.5,0.300000000000001,0.899999999999999,4.1
"1071","Thekla Lark",-0.0899482366629396,5.60000000000001,0.100000000000001,0.800000000000001,2.8
"1072","Wood Lark",0.0409740742103057,3.8,0.300000000000001,0.299999999999999,3
"1073","Eurasian Skylark",0.0989818335488506,8.7,0.899999999999999,0.799999999999999,4.7
"1074","Oriental Skylark",0.0422327636232733,6.8,0.399999999999999,0.399999999999999,2.4
"1075","Horned Lark",0.0808784787209325,8.8,0.800000000000001,0.899999999999999,7.6
"1076","Plain-backed Sunbird",0.0940289496482765,3.40000000000001,-1,1.2,2.6
"1077","Western Violet-backed Sunbird",0.108894088239137,9.39999999999999,0.199999999999999,0.400000000000002,7.9
"1078","Kenya Violet-backed Sunbird",0.0194180858571018,5.7,0.300000000000001,0.699999999999999,6
"1079","Green Sunbird",0.132267968577751,2,0.199999999999999,0,1.6
"1080","Pygmy Sunbird",0.0800427076735364,2.5,0.5,0.6,1.3
"1081","Nile Valley Sunbird",0,3,0.700000000000001,0.4,4.6
"1082","Palestine Sunbird",0.111225635110224,3.5,0.5,1.3,3.4
"1083","Shining Sunbird",0.0943106794712416,8.9,0.4,1.9,0.4
"1084","Tacazze Sunbird",0.10748591497014,9.3,1.3,2.8,9.3
"1085","Purple-breasted Sunbird",0.0436750635026617,7.3,0.6,2,79.6
"1086","Bronze Sunbird",0.134387190708419,9.5,0.800000000000001,0.899999999999999,69.5
"1087","Golden-winged Sunbird",0.128992120191103,12,0.800000000000001,2,75.2
"1088","Malachite Sunbird",0.108951183788555,8.2,0.899999999999999,2.7,78
"1089","House Sparrow",0,2.90000000000001,0.299999999999997,0,2.4
"1090","Spanish Sparrow",0.0144406841547942,1.7,0.0999999999999979,-0.300000000000001,1.8
"1091","Dead Sea Sparrow",-0.204567165741274,3.09999999999999,0,0.0999999999999996,1.59999999999999
"1092","Kenya Rufous-Sparrow",-0.0215835716671742,0.899999999999991,-0.199999999999999,0.300000000000001,-0.299999999999997
"1093","Socotra Sparrow",0.0146522767868706,2.09999999999999,0,0,3.7
"1094","Southern Rufous-Sparrow",0.0967521411212262,1.59999999999999,-0.199999999999999,0.5,0.5
"1095","Mossie",0.00677968698537867,1.19999999999999,0.5,-0.300000000000001,1.9
"1096","Desert Sparrow",0,3.8,0.299999999999997,-0.0999999999999996,1.9
"1097","Eurasian Tree Sparrow",0.0452565915881209,2.7,0.100000000000001,0.200000000000001,-0.200000000000003
"1098","Sudan Golden-Sparrow",0.0132452267500205,1.7,0.0999999999999979,-0.199999999999999,2.1
"1099","Chestnut Sparrow",0.0287789645500434,1.40000000000001,-0.5,-0.200000000000001,2.5
"1100","Yellow-spotted Petronia",-0.139761942375158,4.09999999999999,0.5,-0.100000000000001,2.1
"1101","Chestnut-shouldered Petronia",0.0273989741881144,3.7,0.5,0.6,3.6
"1102","Bush Petronia",0.0272496424473756,1.90000000000001,0.100000000000001,0.299999999999999,1.8
"1103","Rock Sparrow",0.0486418072223458,5,-0.100000000000001,-0.299999999999997,2.9
"1104","White Wagtail",0.0819735829596726,3.39999999999999,0.600000000000001,0.199999999999999,3
"1105","African Pied Wagtail",0.0449513878622665,5.10000000000001,0,0.400000000000002,2.90000000000001
"1106","Citrine Wagtail",0.0508192483962131,5.60000000000001,1.7,0.699999999999999,4
"1107","Yellow Wagtail",0.0286552557603761,3.3,0.5,0.300000000000001,2.10000000000001
"1108","Grey Wagtail",0.00576370471674981,1.2,0.199999999999999,0.200000000000001,2.10000000000001
"1109","Tawny Pipit",0.0174676930403908,6.8,1.1,1.2,3.5
"1110","Blyth's Pipit",-0.0763729787845739,4.30000000000001,0.399999999999999,0.5,3.3
"1111","Berthelot's Pipit",0.060624621816435,3.3,0.100000000000001,-0.300000000000001,2.4
"1112","Tree Pipit",-0.145555585591325,3.3,-0.0999999999999979,0.4,2.5
"1113","Olive-backed Pipit",-0.0309075374630767,2.69999999999999,0.5,0.4,2.5
"1114","Meadow Pipit",-0.0259754864032606,3.7,0.5,0.5,3.3
"1115","Red-throated Pipit",0.00980400009662086,3.3,1,0.199999999999999,2.59999999999999
"1116","Water Pipit",0.0579872576503493,6.09999999999999,0.5,0.5,4.90000000000001
"1117","American Pipit",0.0719734996250891,2.3,-0.300000000000001,0,2.5
"1118","Alpine Accentor",0.0632321852235158,7.19999999999999,0.599999999999998,0,6.39999999999999
"1119","Siberian Accentor",-0.00573067470898536,2.89999999999999,0.400000000000002,0.199999999999999,2.8
"1120","Black-throated Accentor",0.0105821093305365,2.7,1.3,0.299999999999999,1.2
"1121","Hedge Accentor",0.014117881545785,2.5,0.300000000000001,0.199999999999999,0.399999999999999
"1122","White-headed Buffalo-Weaver",-0.0384937047606639,-2,-0.300000000000001,0.699999999999999,0.600000000000009
"1123","White-browed Sparrow-Weaver",0.0121952730938184,1,-0.100000000000001,0.299999999999997,1.89999999999999
"1124","Chestnut-backed Sparrow-Weaver",0.175890666463664,2.60000000000001,1.1,0.399999999999999,1
"1125","Donaldson-Smith's Sparrow-Weaver",0.011976191046716,4.40000000000001,0.599999999999998,0.799999999999997,1.8
"1126","Grey-headed Social-Weaver",0.0402064204780408,0.5,0.299999999999997,-0.4,0.5
"1127","Black-capped Social-Weaver",0.217723483844871,2.2,0.399999999999999,0.5,1.5
"1128","Sociable Weaver",0.00729930248161148,0.300000000000011,-0.0999999999999979,-0.199999999999999,1.3
"1129","Baglafecht Weaver",0.0802999424016431,2.7,0.699999999999999,-0.199999999999999,3
"1130","Bertrand's Weaver",0.0155041865359653,3.60000000000001,0.399999999999999,0.100000000000001,1.7
"1131","Slender-billed Weaver",0.120446153075867,2.8,0,0.699999999999999,0.0999999999999943
"1132","Little Weaver",0.0447836026269735,1.1,0.400000000000002,0.6,0.899999999999999
"1133","Lesser Masked Weaver",0.0574109072133386,4.09999999999999,1,1,3.1
"1134","Spectacled Weaver",0.168898536461814,3.5,1,0.600000000000001,1.4
"1135","Black-necked Weaver",0.0363676441708747,3.3,0.800000000000001,0.800000000000001,2
"1136","Black-billed Weaver",0.0262023723940241,2.7,0.600000000000001,0.300000000000001,0.900000000000006
"1137","Strange Weaver",0.0774874954783744,1,0.899999999999999,0.300000000000001,0.0999999999999943
"1138","Cape Weaver",0.170285719449765,6.5,1.3,1.1,4.09999999999999
"1139","African Golden-Weaver",0.281984051337143,7.2,2,1.4,4.6
"1140","Holub's Golden-Weaver",0.165079750359449,7,1.3,0.800000000000001,5.10000000000001
"1141","Orange Weaver",-0.053400776727115,5.7,1.1,1.1,4.2
"1142","Golden Palm Weaver",0.258059816420438,10.3,3.4,0.699999999999999,8.7
"1143","Southern Brown-throated Weaver",0.267957567104002,7.89999999999999,2.8,1.3,4.6
"1144","Northern Brown-throated Weaver",0.186585955580413,7.8,1.8,1.6,4.3
"1145","Rueppell's Weaver",0.273773642405649,4.09999999999999,1.35,0.900000000000002,1.6
"1146","Heuglin's Masked-Weaver",-0.381469602551948,5.59999999999999,0.899999999999999,1.45,2.5
"1147","Village Weaver",0.200401697478014,11.3,2.1,2.5,7.2
"1148","Speke's Weaver",0.17659386605063,3.30000000000001,1,0.399999999999999,0.5
"1149","Vieillot's Black Weaver",-0.159848700941896,5.8,1,1.1,2.8
"1150","Weyns's Weaver",0.123869481712785,6.59999999999999,1.4,0.899999999999999,3.4
"1151","Clarke's Weaver",0.0892311337279428,2.8,1.7,1.2,0.5
"1152","Golden-backed Weaver",-0.0258794479878208,4.90000000000001,1,0.699999999999999,1.6
"1153","Chestnut Weaver",0.14595391262308,7.2,1.3,1.3,5.9
"1154","Yellow-mantled Weaver",0.0521380079391163,5.5,0.400000000000002,0,3.2
"1155","Maxwell's Black Weaver",0.0935260580108235,3.09999999999999,0.700000000000003,0.300000000000001,1.3
"1156","Preuss's Weaver",0.00950878796902721,4.09999999999999,0.900000000000002,1.3,3.4
"1157","Usambara Weaver",0.127261779610927,1,0.799999999999997,1,1.5
"1158","Olive-headed Weaver",0.129057112229601,6.8,1.3,0.699999999999999,2
"1159","Brown-capped Weaver",0.0727593542824283,3.3,0.200000000000003,0.0999999999999979,1.3
"1160","Compact Weaver",-0.106380403558572,1.3,-0.100000000000001,0.0999999999999979,0.399999999999999
"1161","Red-vented Malimbe",0,2.09999999999999,0.800000000000001,0,2.7
"1162","Ibadan Malimbe",0.141078598259905,6,0.5,1,2
"1163","Gray's Malimbe",0.237328186306166,8,1,1.1,3.9
"1164","Crested Malimbe",0.117783035656383,5.40000000000001,1.3,0.799999999999997,5.2
"1165","Red-headed Malimbe",0.105360515657826,3,1.3,0.199999999999999,2.1
"1166","Cardinal Quelea",-0.0314986670593709,2.3,1.1,0.5,2.1
"1167","Red-headed Quelea",0.175708400902237,3.3,1.2,0.5,2.8
"1168","Red-billed Quelea",0.0907288533897628,1.8,0.199999999999999,0.5,2.1
"1169","Yellow-crowned Bishop",0.0346055291774756,1.9,0.900000000000002,0.5,1
"1170","Fire-fronted Bishop",0.0363676441708747,3.8,1.2,1,-0.200000000000003
"1171","Black Bishop",0.0919374953256855,11.7,2.1,0.800000000000001,8.9
"1172","Black-winged Bishop",0.263148885927909,9.10000000000001,1.4,0.800000000000001,7
"1173","Red Bishop",0.208544751893057,5.8,2,0.9,3.8
"1174","Zanzibar Bishop",0.230523658611832,4.9,1,0.5,3.9
"1175","Yellow Bishop",0.209898324564189,11.6,2.2,2.2,11.1
"1176","Fan-tailed Widowbird",0.293347809987458,20.8,3.4,1.7,30.6
"1177","Yellow-shouldered Widowbird",0.110423817614373,12.7,2.5,1.3,56.2
"1178","White-winged Widowbird",0.19446394361968,9.90000000000001,2.1,1,39.5
"1179","Red-collared Widowbird",0.141746288743414,9.80000000000001,1.8,0.6,183.8
"1180","Long-tailed Widowbird",0.262364264467491,47.2,0.100000000000001,1.5,348.7
"1181","Jackson's Widowbird",0.363051874425925,12.3,3.1,1.3,160
"1182","Grosbeak Weaver",0.0588405000229337,8.2,1.7,1.9,4.59999999999999
"1183","Jameson's Antpecker",-0.0631789016215318,-0.0999999999999943,-0.0999999999999996,-0.0999999999999996,0.100000000000001
"1184","Chestnut-breasted Negrofinch",0.0478560211776351,0.399999999999999,0.300000000000001,0,0.5
"1185","Grey-headed Negrofinch",-0.0534886849509864,0.299999999999997,0.5,0.199999999999999,0.699999999999996
"1186","Orange-winged Pytilia",-0.00604231445596293,0.399999999999999,-0.0999999999999996,0.4,0.700000000000003
"1187","Green-backed Twinspot",-0.0708260525686124,0.100000000000001,0,0.200000000000001,-0.100000000000001
"1188","Abyssinian Crimson-wing",-0.0480092191863606,0.899999999999999,0.399999999999999,0.199999999999999,0.899999999999999
"1189","Western Bluebill",0.0270286723879192,0.600000000000009,0.600000000000001,0.299999999999997,0.200000000000003
"1190","Red-headed Bluebill",0.0380595618243449,2.3,0.799999999999997,0.100000000000001,2.1
"1191","Brown Twinspot",-0.0465200156348931,-0.300000000000004,-0.300000000000001,0.299999999999999,1.7
"1192","Peters's Twinspot",0.0273989741881144,1.8,0.300000000000001,0.4,1.8
"1193","Pink-throated Twinspot",0.0769610411361281,0.799999999999997,0.5,0.699999999999999,5
"1194","Dybowski's Twinspot",0.0800427076735364,1.2,0.4,0.0999999999999996,1.9
"1195","Dusky Twinspot",-0.367724780125317,0.700000000000003,-0.199999999999999,-0.0500000000000007,-0.200000000000003
"1196","Bar-breasted Firefinch",0.182321556793955,1.2,-0.299999999999999,0,0.599999999999994
"1197","Brown Firefinch",-0.0295588022415441,0.600000000000001,0.300000000000001,0.199999999999999,1
"1198","Red-billed Firefinch",0,0.5,-0.0999999999999996,0.4,0.799999999999997
"1199","Black-bellied Firefinch",-0.0103627870355463,1.2,0.199999999999999,0.5,1.2
"1200","African Firefinch",-0.143100843640673,0.600000000000001,0.199999999999999,-0.0999999999999996,1.7
"1201","Mali Firefinch",-0.043017385083691,-0.100000000000001,-0.199999999999999,-0.4,-0.0999999999999943
"1202","Jameson's Firefinch",0,0.199999999999996,-0.600000000000001,0,1.5
"1203","Black-throated Firefinch",0.101096116871369,0.199999999999996,0.299999999999999,1,0.5
"1204","Red-cheeked Cordonbleu",-0.0202027073175195,0.399999999999999,0.300000000000001,-0.299999999999999,7.7
"1205","Blue-capped Cordonbleu",0.0102565001671895,0.700000000000003,-0.0999999999999996,0.199999999999999,2.8
"1206","Fawn-breasted Waxbill",-0.0540672212702755,1.2,0.700000000000001,-0.0999999999999996,1.8
"1207","Orange-cheeked Waxbill",0.0387145121806909,1.4,0.199999999999999,0.200000000000001,2.7
"1208","Common Waxbill",0.0122700925918142,2.2,-0.199999999999999,0.300000000000001,-0.100000000000001
"1209","Black-cheeked Waxbill",0.0217399866364061,0.400000000000006,-0.0999999999999996,-0.100000000000001,1
"1210","Red-rumped Waxbill",0.102947969252442,1.4,0.4,0.300000000000001,2.5
"1211","Red Avadavat",0.0202027073175195,1.4,0,0.300000000000001,0.700000000000003
"1212","Cut-throat",-0.0111733005981249,0.700000000000003,0.6,0.399999999999999,3.4
"1213","Red-headed Finch",0.00431966114451665,1.7,0.0999999999999996,0.699999999999999,2
"1214","Jambandu Indigobird",-0.058594164266053,1.4,0,0.199999999999999,1
"1215","Baka Indigobird",0.00766287274556898,1.60000000000001,0.299999999999999,0.399999999999999,0.699999999999996
"1216","Variable Indigobird",-0.0303053494953289,2.39999999999999,0.4,0.0999999999999996,0.100000000000001
"1217","Twinspot Indigobird",-0.00778214044205505,2,0.6,0.300000000000001,-0.699999999999996
"1218","Dusky Indigobird",-0.0374575625349007,2.7,0.800000000000001,0.4,-0.899999999999999
"1219","Pale-winged Indigobird",-0.106972119552168,1.8,0.6,0.399999999999999,0.799999999999997
"1220","Straw-tailed Whydah",0.15541410387403,2.3,1.2,0,2.5
"1221","Queen Whydah",0.0766926207882541,2.60000000000001,-0.300000000000001,-0.200000000000001,-0.899999999999999
"1222","Pin-tailed Whydah",0.0317486983145803,4.40000000000001,0.5,0.0999999999999996,0.299999999999997
"1223","Eastern Paradise-Whydah",0.0632814499475201,2.89999999999999,0.199999999999999,1.6,3.3
"1224","Broad-tailed Paradise-Whydah",0.129677823308533,3.7,0.699999999999999,1.7,6.3
"1225","Chaffinch",0.0450526639409432,6.3,0.399999999999999,0.200000000000001,5.5
"1226","Teydefinch",0.0565874746294637,8.2,0.199999999999999,0.100000000000001,7.39999999999999
"1227","Brambling",-0.00441501820911672,5.90000000000001,0.199999999999999,0.199999999999999,4.3
"1228","Fire-fronted Serin",-0.02531780798429,2.60000000000001,0.100000000000001,-0.199999999999999,2.5
"1229","European Serin",-0.058594164266053,3.8,0.199999999999999,0,2.5
"1230","Syrian Serin",0.0870113769896297,3.2,0.4,-0.0999999999999996,1.8
"1231","Island Canary",-0.00655740054615928,2.5,-0.0999999999999979,0.0999999999999996,1.6
"1232","African Citril",0.0314986670593709,1.80000000000001,0.299999999999999,0.6,0.5
"1233","Western Citril",0,0.499999999999993,0,0.399999999999999,0.100000000000001
"1234","East African Citril",0.0153849188394792,1.39999999999999,0.5,0.199999999999999,1.4
